sample_id,domain,label,is_in_tranco_1m,tranco_rank,tranco_rank_log,wayback_first_seen_days,wayback_last_seen_days,wayback_n_snapshots,wayback_active_window_days,wayback_first_status_ok,cert_history_count,cert_first_seen_days,cert_last_seen_days,cert_issuer_diversity,cert_is_free_only,cert_has_wildcard,cert_validity_median_days,cert_san_max,rdap_domain_age_days,rdap_age_risk,rdap_has_registrar,dns_resolved,asn_number,asn_age_days,asn_country
236,www.diemouldtooling.in,0,0,-1,-1.0,4704,2648,620,2056,1,-1,-1,-1,-1,-1,-1,-1,-1,65,2,1,1,16509,9513,US
237,www.diemouldtooling.in,0,0,-1,-1.0,4704,2648,620,2056,1,-1,-1,-1,-1,-1,-1,-1,-1,65,2,1,1,16509,9513,US
238,www.diemouldtooling.in,0,0,-1,-1.0,4704,2648,620,2056,1,-1,-1,-1,-1,-1,-1,-1,-1,65,2,1,1,16509,9513,US
332,www.bioteccr.com,1,0,-1,-1.0,5947,407,1000,5540,1,40,2382,1542,2,1,0,90,1,6107,1,1,0,-1,-1,
333,www.bioteccr.com,0,0,-1,-1.0,5947,407,1000,5540,1,40,2382,1542,2,1,0,90,1,6107,1,1,0,-1,-1,
334,www.bioteccr.com,0,0,-1,-1.0,5947,407,1000,5540,1,40,2382,1542,2,1,0,90,1,6107,1,1,0,-1,-1,
335,www.bioteccr.com,0,0,-1,-1.0,5947,407,1000,5540,1,40,2382,1542,2,1,0,90,1,6107,1,1,0,-1,-1,
336,www.bioteccr.com,0,0,-1,-1.0,5947,407,1000,5540,1,40,2382,1542,2,1,0,90,1,6107,1,1,0,-1,-1,
337,www.bioteccr.com,0,0,-1,-1.0,5947,407,1000,5540,1,40,2382,1542,2,1,0,90,1,6107,1,1,0,-1,-1,
338,www.bioteccr.com,0,0,-1,-1.0,5947,407,1000,5540,1,40,2382,1542,2,1,0,90,1,6107,1,1,0,-1,-1,
445,itjustcomputes.com,1,0,-1,-1.0,8092,315,665,7777,1,-1,-1,-1,-1,-1,-1,-1,-1,8366,1,1,1,22612,5448,US
446,itjustcomputes.com,0,0,-1,-1.0,8092,315,665,7777,1,-1,-1,-1,-1,-1,-1,-1,-1,8366,1,1,1,22612,5448,US
447,itjustcomputes.com,0,0,-1,-1.0,8092,315,665,7777,1,-1,-1,-1,-1,-1,-1,-1,-1,8366,1,1,1,22612,5448,US
448,itjustcomputes.com,0,0,-1,-1.0,8092,315,665,7777,1,-1,-1,-1,-1,-1,-1,-1,-1,8366,1,1,1,22612,5448,US
449,itjustcomputes.com,0,0,-1,-1.0,8092,315,665,7777,1,-1,-1,-1,-1,-1,-1,-1,-1,8366,1,1,1,22612,5448,US
450,itjustcomputes.com,0,0,-1,-1.0,8092,315,665,7777,1,-1,-1,-1,-1,-1,-1,-1,-1,8366,1,1,1,22612,5448,US
451,itjustcomputes.com,0,0,-1,-1.0,8092,315,665,7777,1,-1,-1,-1,-1,-1,-1,-1,-1,8366,1,1,1,22612,5448,US
544,plsotoledo.org,1,0,-1,-1.0,7836,71,948,7764,1,-1,-1,-1,-1,-1,-1,-1,-1,7992,1,1,1,58182,3115,
545,plsotoledo.org,0,0,-1,-1.0,7836,71,948,7764,1,-1,-1,-1,-1,-1,-1,-1,-1,7992,1,1,1,58182,3115,
546,plsotoledo.org,0,0,-1,-1.0,7836,71,948,7764,1,-1,-1,-1,-1,-1,-1,-1,-1,7992,1,1,1,58182,3115,
547,plsotoledo.org,0,0,-1,-1.0,7836,71,948,7764,1,-1,-1,-1,-1,-1,-1,-1,-1,7992,1,1,1,58182,3115,
548,plsotoledo.org,0,0,-1,-1.0,7836,71,948,7764,1,-1,-1,-1,-1,-1,-1,-1,-1,7992,1,1,1,58182,3115,
549,plsotoledo.org,0,0,-1,-1.0,7836,71,948,7764,1,-1,-1,-1,-1,-1,-1,-1,-1,7992,1,1,1,58182,3115,
551,discoverquincy.com,1,0,-1,-1.0,7951,136,1000,7815,1,-1,-1,-1,-1,-1,-1,-1,-1,8064,1,1,1,43515,6853,
552,www.discoverquincy.com,0,0,-1,-1.0,7951,136,1000,7815,1,279,3184,1571,2,1,0,90,1,8064,1,1,1,43515,6853,
553,www.discoverquincy.com,0,0,-1,-1.0,7951,136,1000,7815,1,279,3184,1571,2,1,0,90,1,8064,1,1,1,43515,6853,
554,www.discoverquincy.com,0,0,-1,-1.0,7951,136,1000,7815,1,279,3184,1571,2,1,0,90,1,8064,1,1,1,43515,6853,
555,www.discoverquincy.com,0,0,-1,-1.0,7951,136,1000,7815,1,279,3184,1571,2,1,0,90,1,8064,1,1,1,43515,6853,
556,www.discoverquincy.com,0,0,-1,-1.0,7951,136,1000,7815,1,279,3184,1571,2,1,0,90,1,8064,1,1,1,43515,6853,
578,eeshwarpvtiti.org,1,0,-1,-1.0,3292,2355,1000,937,1,26,3800,77,8,0,1,89,2,309,2,1,1,47583,5525,DE
579,eeshwarpvtiti.org,0,0,-1,-1.0,3292,2355,1000,937,1,26,3800,77,8,0,1,89,2,309,2,1,1,47583,5525,DE
581,eeshwarpvtiti.org,0,0,-1,-1.0,3292,2355,1000,937,1,26,3800,77,8,0,1,89,2,309,2,1,1,47583,5525,DE
582,eeshwarpvtiti.org,0,0,-1,-1.0,3292,2355,1000,937,1,26,3800,77,8,0,1,89,2,309,2,1,1,47583,5525,DE
583,eeshwarpvtiti.org,0,0,-1,-1.0,3292,2355,1000,937,1,26,3800,77,8,0,1,89,2,309,2,1,1,47583,5525,DE
584,eeshwarpvtiti.org,0,0,-1,-1.0,3292,2355,1000,937,1,26,3800,77,8,0,1,89,2,309,2,1,1,47583,5525,DE
585,www.manchestermusictours.com,1,0,-1,-1.0,7200,214,1000,6985,1,-1,-1,-1,-1,-1,-1,-1,-1,6769,1,1,1,48254,2799,
586,www.manchestermusictours.com,0,0,-1,-1.0,7200,214,1000,6985,1,-1,-1,-1,-1,-1,-1,-1,-1,6769,1,1,1,48254,2799,
587,www.manchestermusictours.com,0,0,-1,-1.0,7200,214,1000,6985,1,-1,-1,-1,-1,-1,-1,-1,-1,6769,1,1,1,48254,2799,
588,www.manchestermusictours.com,0,0,-1,-1.0,7200,214,1000,6985,1,-1,-1,-1,-1,-1,-1,-1,-1,6769,1,1,1,48254,2799,
589,www.manchestermusictours.com,0,0,-1,-1.0,7200,214,1000,6985,1,-1,-1,-1,-1,-1,-1,-1,-1,6769,1,1,1,48254,2799,
590,www.manchestermusictours.com,0,0,-1,-1.0,7200,214,1000,6985,1,-1,-1,-1,-1,-1,-1,-1,-1,6769,1,1,1,48254,2799,
591,www.manchestermusictours.com,0,0,-1,-1.0,7200,214,1000,6985,1,-1,-1,-1,-1,-1,-1,-1,-1,6769,1,1,1,48254,2799,
986,frontiers.ir,1,0,-1,-1.0,4242,255,1000,3987,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6736,20594,
987,frontiers.ir,0,0,-1,-1.0,4242,255,1000,3987,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6736,20594,
988,frontiers.ir,0,0,-1,-1.0,4242,255,1000,3987,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6736,20594,
989,frontiers.ir,0,0,-1,-1.0,4242,255,1000,3987,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6736,20594,
990,frontiers.ir,0,0,-1,-1.0,4242,255,1000,3987,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6736,20594,
991,frontiers.ir,0,0,-1,-1.0,4242,255,1000,3987,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6736,20594,
992,frontiers.ir,0,0,-1,-1.0,4242,255,1000,3987,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6736,20594,
1075,frontiers.ir,1,0,-1,-1.0,4242,255,1000,3987,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6736,20594,
1076,frontiers.ir,0,0,-1,-1.0,4242,255,1000,3987,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6736,20594,
1077,frontiers.ir,0,0,-1,-1.0,4242,255,1000,3987,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6736,20594,
1078,frontiers.ir,0,0,-1,-1.0,4242,255,1000,3987,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6736,20594,
1079,frontiers.ir,0,0,-1,-1.0,4242,255,1000,3987,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6736,20594,
1080,frontiers.ir,0,0,-1,-1.0,4242,255,1000,3987,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6736,20594,
1081,frontiers.ir,0,0,-1,-1.0,4242,255,1000,3987,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6736,20594,
1094,www.ccplima.org,1,0,-1,-1.0,6615,216,1000,6398,1,39,3443,339,2,0,0,90,1,-1,-1,-1,0,-1,-1,
1095,www.ccplima.org,0,0,-1,-1.0,6615,216,1000,6398,1,39,3443,339,2,0,0,90,1,-1,-1,-1,0,-1,-1,
1096,www.ccplima.org,0,0,-1,-1.0,6615,216,1000,6398,1,39,3443,339,2,0,0,90,1,-1,-1,-1,0,-1,-1,
1097,www.ccplima.org,0,0,-1,-1.0,6615,216,1000,6398,1,39,3443,339,2,0,0,90,1,-1,-1,-1,0,-1,-1,
1098,www.ccplima.org,0,0,-1,-1.0,6615,216,1000,6398,1,39,3443,339,2,0,0,90,1,-1,-1,-1,0,-1,-1,
1099,www.ccplima.org,0,0,-1,-1.0,6615,216,1000,6398,1,39,3443,339,2,0,0,90,1,-1,-1,-1,0,-1,-1,
1100,www.ccplima.org,0,0,-1,-1.0,6615,216,1000,6398,1,39,3443,339,2,0,0,90,1,-1,-1,-1,0,-1,-1,
1133,streetly.academy,1,0,-1,-1.0,4029,73,1000,3955,1,-1,-1,-1,-1,-1,-1,-1,-1,4330,1,1,1,16509,9513,US
1134,streetly.academy,0,0,-1,-1.0,4029,73,1000,3955,1,-1,-1,-1,-1,-1,-1,-1,-1,4330,1,1,1,16509,9513,US
1135,streetly.academy,0,0,-1,-1.0,4029,73,1000,3955,1,-1,-1,-1,-1,-1,-1,-1,-1,4330,1,1,1,16509,9513,US
1136,streetly.academy,0,0,-1,-1.0,4029,73,1000,3955,1,-1,-1,-1,-1,-1,-1,-1,-1,4330,1,1,1,16509,9513,US
1137,streetly.academy,0,0,-1,-1.0,4029,73,1000,3955,1,-1,-1,-1,-1,-1,-1,-1,-1,4330,1,1,1,16509,9513,US
1138,streetly.academy,0,0,-1,-1.0,4029,73,1000,3955,1,-1,-1,-1,-1,-1,-1,-1,-1,4330,1,1,1,16509,9513,US
1139,streetly.academy,0,0,-1,-1.0,4029,73,1000,3955,1,-1,-1,-1,-1,-1,-1,-1,-1,4330,1,1,1,16509,9513,US
1270,aaronmaxdesign.com,1,0,-1,-1.0,8295,68,1000,8226,1,-1,-1,-1,-1,-1,-1,-1,-1,8419,1,1,1,58182,3115,
1271,aaronmaxdesign.com,0,0,-1,-1.0,8295,68,1000,8226,1,-1,-1,-1,-1,-1,-1,-1,-1,8419,1,1,1,58182,3115,
1272,aaronmaxdesign.com,0,0,-1,-1.0,8295,68,1000,8226,1,-1,-1,-1,-1,-1,-1,-1,-1,8419,1,1,1,58182,3115,
1273,aaronmaxdesign.com,0,0,-1,-1.0,8295,68,1000,8226,1,-1,-1,-1,-1,-1,-1,-1,-1,8419,1,1,1,58182,3115,
1274,aaronmaxdesign.com,0,0,-1,-1.0,8295,68,1000,8226,1,-1,-1,-1,-1,-1,-1,-1,-1,8419,1,1,1,58182,3115,
1275,aaronmaxdesign.com,0,0,-1,-1.0,8295,68,1000,8226,1,-1,-1,-1,-1,-1,-1,-1,-1,8419,1,1,1,58182,3115,
1276,aaronmaxdesign.com,0,0,-1,-1.0,8295,68,1000,8226,1,-1,-1,-1,-1,-1,-1,-1,-1,8419,1,1,1,58182,3115,
1461,global-advt.com,1,0,-1,-1.0,8166,65,1000,8100,1,81,3162,532,5,0,0,89,1,8531,1,1,1,35985,7689,US
1462,global-advt.com,0,0,-1,-1.0,8166,65,1000,8100,1,81,3162,532,5,0,0,89,1,8531,1,1,1,35985,7689,US
1463,global-advt.com,0,0,-1,-1.0,8166,65,1000,8100,1,81,3162,532,5,0,0,89,1,8531,1,1,1,35985,7689,US
1464,global-advt.com,0,0,-1,-1.0,8166,65,1000,8100,1,81,3162,532,5,0,0,89,1,8531,1,1,1,35985,7689,US
1465,global-advt.com,0,0,-1,-1.0,8166,65,1000,8100,1,81,3162,532,5,0,0,89,1,8531,1,1,1,35985,7689,US
1466,global-advt.com,0,0,-1,-1.0,8166,65,1000,8100,1,81,3162,532,5,0,0,89,1,8531,1,1,1,35985,7689,US
1467,global-advt.com,0,0,-1,-1.0,8166,65,1000,8100,1,81,3162,532,5,0,0,89,1,8531,1,1,1,35985,7689,US
1634,yourwinners.net,1,0,-1,-1.0,5690,3483,395,2206,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,
1635,yourwinners.net,0,0,-1,-1.0,5690,3483,395,2206,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,
1636,yourwinners.net,0,0,-1,-1.0,5690,3483,395,2206,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,
1637,yourwinners.net,0,0,-1,-1.0,5690,3483,395,2206,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,
1638,yourwinners.net,0,0,-1,-1.0,5690,3483,395,2206,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,
1639,yourwinners.net,0,0,-1,-1.0,5690,3483,395,2206,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,
1640,yourwinners.net,0,0,-1,-1.0,5690,3483,395,2206,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,
5730,nickysalonealing.com,1,0,-1,-1.0,3746,3210,42,536,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,
5731,nickysalonealing.com,0,0,-1,-1.0,3746,3210,42,536,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,
5733,nickysalonealing.com,0,0,-1,-1.0,3746,3210,42,536,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,
5734,nickysalonealing.com,0,0,-1,-1.0,3746,3210,42,536,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,
5735,nickysalonealing.com,0,0,-1,-1.0,3746,3210,42,536,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,
5736,nickysalonealing.com,0,0,-1,-1.0,3746,3210,42,536,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,
5791,whitemoorcamping.co.uk,1,0,-1,-1.0,5122,399,1000,4723,1,140,2896,26,6,1,1,90,9,5135,1,1,1,48254,2799,
5792,whitemoorcamping.co.uk,0,0,-1,-1.0,5122,399,1000,4723,1,140,2896,26,6,1,1,90,9,5135,1,1,1,48254,2799,
5793,whitemoorcamping.co.uk,0,0,-1,-1.0,5122,399,1000,4723,1,140,2896,26,6,1,1,90,9,5135,1,1,1,48254,2799,
5794,whitemoorcamping.co.uk,0,0,-1,-1.0,5122,399,1000,4723,1,140,2896,26,6,1,1,90,9,5135,1,1,1,48254,2799,
5795,whitemoorcamping.co.uk,0,0,-1,-1.0,5122,399,1000,4723,1,140,2896,26,6,1,1,90,9,5135,1,1,1,48254,2799,
5796,whitemoorcamping.co.uk,0,0,-1,-1.0,5122,399,1000,4723,1,140,2896,26,6,1,1,90,9,5135,1,1,1,48254,2799,
5797,whitemoorcamping.co.uk,0,0,-1,-1.0,5122,399,1000,4723,1,140,2896,26,6,1,1,90,9,5135,1,1,1,48254,2799,
5798,www.levoldeslibellules.fr,1,0,-1,-1.0,6405,3492,66,2912,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,
5799,www.levoldeslibellules.fr,0,0,-1,-1.0,6405,3492,66,2912,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,
5800,www.levoldeslibellules.fr,0,0,-1,-1.0,6405,3492,66,2912,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,
5801,www.levoldeslibellules.fr,0,0,-1,-1.0,6405,3492,66,2912,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,
5802,www.levoldeslibellules.fr,0,0,-1,-1.0,6405,3492,66,2912,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,
5803,www.levoldeslibellules.fr,0,0,-1,-1.0,6405,3492,66,2912,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,
5804,www.levoldeslibellules.fr,0,0,-1,-1.0,6405,3492,66,2912,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,
5805,foreverbeautyhouse.com,1,0,-1,-1.0,3346,3072,10,274,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,
5806,foreverbeautyhouse.com,0,0,-1,-1.0,3346,3072,10,274,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,
5807,foreverbeautyhouse.com,0,0,-1,-1.0,3346,3072,10,274,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,
5808,foreverbeautyhouse.com,0,0,-1,-1.0,3346,3072,10,274,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,
5809,foreverbeautyhouse.com,0,0,-1,-1.0,3346,3072,10,274,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,
5810,foreverbeautyhouse.com,0,0,-1,-1.0,3346,3072,10,274,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,
5811,foreverbeautyhouse.com,0,0,-1,-1.0,3346,3072,10,274,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,
5850,www.atlascapital.ma,1,0,-1,-1.0,6074,70,1000,6004,1,76,2842,103,3,0,0,90,1,-1,-1,-1,1,21499,8903,
5851,www.atlascapital.ma,0,0,-1,-1.0,6074,70,1000,6004,1,76,2842,103,3,0,0,90,1,-1,-1,-1,1,21499,8903,
5852,www.atlascapital.ma,0,0,-1,-1.0,6074,70,1000,6004,1,76,2842,103,3,0,0,90,1,-1,-1,-1,1,21499,8903,
5853,www.atlascapital.ma,0,0,-1,-1.0,6074,70,1000,6004,1,76,2842,103,3,0,0,90,1,-1,-1,-1,1,21499,8903,
5854,www.atlascapital.ma,0,0,-1,-1.0,6074,70,1000,6004,1,76,2842,103,3,0,0,90,1,-1,-1,-1,1,21499,8903,
5855,www.atlascapital.ma,0,0,-1,-1.0,6074,70,1000,6004,1,76,2842,103,3,0,0,90,1,-1,-1,-1,1,21499,8903,
5856,www.atlascapital.ma,0,0,-1,-1.0,6074,70,1000,6004,1,76,2842,103,3,0,0,90,1,-1,-1,-1,1,21499,8903,
5936,blogtotech.com,1,0,-1,-1.0,3899,1608,515,2290,1,38,3658,2064,4,0,1,90,2,-1,-1,-1,0,-1,-1,
5937,blogtotech.com,0,0,-1,-1.0,3899,1608,515,2290,1,38,3658,2064,4,0,1,90,2,-1,-1,-1,0,-1,-1,
5938,blogtotech.com,0,0,-1,-1.0,3899,1608,515,2290,1,38,3658,2064,4,0,1,90,2,-1,-1,-1,0,-1,-1,
5939,blogtotech.com,0,0,-1,-1.0,3899,1608,515,2290,1,38,3658,2064,4,0,1,90,2,-1,-1,-1,0,-1,-1,
5940,blogtotech.com,0,0,-1,-1.0,3899,1608,515,2290,1,38,3658,2064,4,0,1,90,2,-1,-1,-1,0,-1,-1,
5941,blogtotech.com,0,0,-1,-1.0,3899,1608,515,2290,1,38,3658,2064,4,0,1,90,2,-1,-1,-1,0,-1,-1,
5942,blogtotech.com,0,0,-1,-1.0,3899,1608,515,2290,1,38,3658,2064,4,0,1,90,2,-1,-1,-1,0,-1,-1,
6086,chickchatthisandthat.com,1,0,-1,-1.0,5006,2084,1000,2921,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,
6087,www.chickchatthisandthat.com,0,0,-1,-1.0,5006,2084,1000,2921,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,
6088,www.chickchatthisandthat.com,0,0,-1,-1.0,5006,2084,1000,2921,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,
6089,www.chickchatthisandthat.com,0,0,-1,-1.0,5006,2084,1000,2921,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,
6111,www.sinatex.ro,1,0,-1,-1.0,7996,652,909,7344,0,91,3472,738,3,0,0,90,1,-1,-1,-1,0,-1,-1,
6112,www.sinatex.ro,0,0,-1,-1.0,7996,652,909,7344,0,91,3472,738,3,0,0,90,1,-1,-1,-1,0,-1,-1,
6113,www.sinatex.ro,0,0,-1,-1.0,7996,652,909,7344,0,91,3472,738,3,0,0,90,1,-1,-1,-1,0,-1,-1,
