sample_name,label,prob_sn,prob_pg,sn_pg_agreement,sn_pg_diff,max_prob,min_prob,url_length,domain_length,n_dots_domain,n_subdomains,domain_entropy,has_ip_address,has_https,path_length,n_url_params,domain_digit_ratio,html_length,n_forms,n_password_inputs,n_external_links_ratio,is_in_tranco_1m,tranco_rank,tranco_rank_log,wayback_first_seen_days,wayback_last_seen_days,wayback_n_snapshots,wayback_active_window_days,wayback_first_status_ok,cert_history_count,cert_first_seen_days,cert_last_seen_days,cert_issuer_diversity,cert_is_free_only,cert_has_wildcard,cert_validity_median_days,cert_san_max,rdap_domain_age_days,rdap_age_risk,rdap_has_registrar,dns_resolved,asn_number,asn_age_days,asn_country
+2k.com+2023_08_14+0,0,0.179304,0.465762,1,0.2864578237267288,0.4657617562853477,0.1793039325586189,20,12,1,0,3.2516291673878226,0,1,0,0,0.0833333333333333,178176,1,0,1.1785714285714286,1.0,11090.0,4.04493154614916,9507.0,4129.0,1000.0,5377.0,1.0,2314.0,6026.0,30.0,39.0,0.0,1.0,184.0,38.0,9598.0,1.0,1.0,1.0,16509.0,9513.0,US
+2trk.info+2023_08_14+0,0,0.207632,0.800324,0,0.5926918332009097,0.8003237615739041,0.2076319283729943,17,9,1,0,3.169925001442312,0,1,0,0,0.1111111111111111,80815,1,0,0.0434782608695652,1.0,22441.0,4.351042205739445,2002.0,81.0,1000.0,1920.0,1.0,169.0,2092.0,29.0,11.0,0.0,1.0,90.0,5.0,2097.0,1.0,1.0,1.0,13335.0,5790.0,US
+360.yandex.com+2023_08_14+0,0,0.180114,0.983227,0,0.8031133474582616,0.9832274085940756,0.180114061135814,15,7,1,0,2.807354922057604,0,1,0,0,0.0,187390,0,0,2.212121212121212,1.0,380.0,2.57978359661681,1674.0,660.0,1000.0,1014.0,0.0,84.0,1792.0,47.0,2.0,0.0,0.0,181.0,8.0,10101.0,1.0,1.0,1.0,208398.0,1213.0,
+3cx.net+2023_08_14+0,0,0.186454,0.079482,1,0.106971947771718,0.1864544285136143,0.0794824807418963,15,7,1,0,2.807354922057604,0,1,0,0,0.1428571428571428,8840,0,0,0.5,1.0,43723.0,4.640709952883036,9113.0,394.0,1000.0,8718.0,1.0,433.0,3716.0,20.0,25.0,0.0,1.0,89.0,3.0,8072.0,1.0,1.0,1.0,13335.0,5790.0,US
+3hentai.net+2023_08_14+0,0,0.185283,0.00296,1,0.1823228919867105,0.1852831375003023,0.0029602455135917,19,11,1,0,2.913977073182752,0,1,0,0,0.0909090909090909,41606,1,0,2.5,1.0,3622.0,3.5589484459780394,1797.0,19.0,1000.0,1778.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2004.0,1.0,1.0,1.0,16276.0,20594.0,
+4-russianbride.com+2023_08_14+0,0,0.178679,0.01112,1,0.1675593367808111,0.1786792384889494,0.0111199017081382,26,18,1,0,3.8365916681089782,0,1,0,0,0.0555555555555555,99311,0,0,2.6538461538461537,1.0,387032.0,5.58774687418915,8318.0,278.0,1000.0,8039.0,1.0,114.0,2354.0,44.0,16.0,0.0,1.0,89.0,2.0,2476.0,1.0,1.0,1.0,13335.0,5790.0,US
+4geo.ru+2023_08_14+0,0,0.177507,0.007268,1,0.1702385376313399,0.177506860341261,0.0072683227099211,15,7,1,0,2.807354922057604,0,1,0,0,0.1428571428571428,45618,0,0,0.1347517730496454,1.0,124170.0,5.094016681120422,6320.0,1413.0,1000.0,4906.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,49063.0,6256.0,
+4lordserials.xyz+2023_08_14+0,0,0.229077,0.001126,1,0.2279504790934412,0.2290769256067986,0.0011264465133573,24,16,1,0,3.625,0,1,0,0,0.0625,41157,3,1,0.4052287581699346,1.0,744677.0,5.871967940485859,1337.0,144.0,1000.0,1192.0,1.0,204.0,1338.0,26.0,13.0,0.0,1.0,89.0,18.0,182.0,2.0,1.0,1.0,133618.0,-1.0,AU
+4pda.to+2023_08_14+1,0,0.17997,0.001498,1,0.1784724106239314,0.179970419653372,0.0014980090294405,15,7,1,0,2.807354922057604,0,1,0,0,0.1428571428571428,181751,3,0,1.3354297693920336,1.0,5747.0,3.7594411971336976,4692.0,1169.0,1000.0,3522.0,1.0,327.0,4196.0,69.0,14.0,0.0,1.0,190.0,2.0,5115.0,1.0,1.0,1.0,13335.0,5790.0,US
+51cg1.com+2023_08_14+0,0,0.193576,0.003566,1,0.1900103325039392,0.1935764933715258,0.0035661608675865,17,9,1,0,2.725480556997868,0,1,0,0,0.3333333333333333,3993705,2,0,1.542857142857143,1.0,7326.0,3.864866914328526,1463.0,154.0,1000.0,1308.0,1.0,65.0,1556.0,41.0,9.0,0.0,1.0,90.0,2.0,1556.0,1.0,1.0,1.0,16509.0,9513.0,US
+5278.cc+2023_08_14+0,0,0.185273,0.001314,1,0.1839590074645142,0.18527259585096,0.0013135883864457,15,7,1,0,2.521640636343318,0,1,0,0,0.5714285714285714,78537,2,1,0.4876543209876543,1.0,20963.0,4.321453434333344,6654.0,1262.0,1000.0,5392.0,1.0,483.0,3290.0,29.0,17.0,1.0,1.0,90.0,2.0,6739.0,1.0,1.0,1.0,13335.0,5790.0,US
+5lovelanguages.com+2023_08_14+0,0,0.196842,0.006087,1,0.1907546167481467,0.1968415074778844,0.0060868907297377,26,18,1,0,3.614369445886756,0,1,0,0,0.0555555555555555,57053,2,0,1.009090909090909,1.0,54483.0,4.736261013140681,8119.0,2885.0,1000.0,5233.0,1.0,472.0,2890.0,25.0,21.0,0.0,1.0,89.0,2.0,8388.0,1.0,1.0,1.0,13335.0,5790.0,US
+6789000000.com+2023_08_14+0,0,0.181136,0.031252,1,0.1498843354304318,0.1811359374596539,0.031251602029222,22,14,1,0,2.699513850319966,0,1,0,0,0.7142857142857143,59814,0,2,0.0,0.0,-1.0,-1.0,1159.0,95.0,1000.0,1064.0,1.0,78.0,1160.0,28.0,13.0,0.0,1.0,90.0,4.0,359.0,2.0,1.0,1.0,13335.0,5790.0,US
+7plus.com.au+2023_08_14+0,0,0.178353,0.00057,1,0.1777831752633169,0.1783531508968368,0.0005699756335198,20,12,2,1,3.2516291673878226,0,1,0,0,0.0833333333333333,855873,0,0,8.980732177263969,1.0,83138.0,4.919799572739221,3393.0,2129.0,1000.0,1263.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,16509.0,9513.0,US
+85tube.com+2023_08_14+0,0,0.179596,0.00108,1,0.1785152412837725,0.1795955571163473,0.0010803158325747,18,10,1,0,3.321928094887362,0,1,0,0,0.2,74008,1,0,1.753968253968254,0.0,-1.0,-1.0,5587.0,13.0,1000.0,5574.0,1.0,466.0,2915.0,34.0,21.0,0.0,1.0,90.0,2.0,3199.0,1.0,1.0,1.0,13335.0,5790.0,US
+8book.com+2023_08_14+0,0,0.181695,0.006803,1,0.1748919530781297,0.1816948450904885,0.0068028920123587,17,9,1,0,2.6416041678685933,0,1,0,0,0.1111111111111111,244316,2,0,0.0978043912175648,1.0,153154.0,5.185128343977995,8638.0,1485.0,1000.0,7152.0,1.0,583.0,2785.0,24.0,13.0,0.0,1.0,89.0,2.0,6546.0,1.0,1.0,1.0,13335.0,5790.0,US
+8freeporn.com+2023_08_14+0,0,0.179496,0.017371,1,0.1621259086905249,0.1794964121854412,0.0173705034949162,21,13,1,0,3.238901256602631,0,1,0,0,0.0769230769230769,72376,1,0,0.3747323340471092,1.0,143901.0,5.158063811955874,5478.0,480.0,1000.0,4997.0,1.0,291.0,2687.0,32.0,14.0,0.0,1.0,89.0,2.0,2037.0,1.0,1.0,1.0,13335.0,5790.0,US
+8x8.vc+2023_08_14+0,0,0.194715,0.95034,0,0.7556250156088209,0.9503403086464934,0.1947152930376725,14,6,1,0,2.2516291673878226,0,1,0,0,0.3333333333333333,117554,1,0,10.0,1.0,24674.0,4.392239560398111,2467.0,43.0,1000.0,2423.0,1.0,1188.0,2640.0,23.0,20.0,0.0,1.0,90.0,3.0,-1.0,-1.0,-1.0,1.0,13335.0,5790.0,US
+911memorial.org+2023_08_14+0,0,0.192234,0.000841,1,0.1913931919645546,0.1922344380882681,0.0008412461237134,23,15,1,0,3.3735572622751846,0,1,0,0,0.2,156372,2,1,0.4107883817427386,1.0,41130.0,4.614158709509175,8318.0,4233.0,1000.0,4084.0,1.0,1135.0,5729.0,26.0,36.0,0.0,1.0,90.0,5.0,9017.0,1.0,1.0,1.0,19324.0,5700.0,US
+95516.com+2023_08_14+0,0,0.197381,0.005309,1,0.1920718343516143,0.1973811235769544,0.0053092892253401,17,9,1,0,2.94770277922009,0,1,0,0,0.5555555555555556,28311,0,0,0.8636363636363636,1.0,42613.0,4.629542110064862,8173.0,234.0,1000.0,7939.0,1.0,336.0,4385.0,62.0,28.0,0.0,1.0,396.0,3.0,9272.0,1.0,1.0,1.0,54994.0,1134.0,CA
+9anime.gs+2023_08_14+0,0,0.246701,0.048321,1,0.1983799344640711,0.2467007233185375,0.0483207888544664,17,9,1,0,3.169925001442312,0,1,0,0,0.1111111111111111,442,0,0,2.0,0.0,-1.0,-1.0,1460.0,71.0,1000.0,1388.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,795.0,1.0,1.0,1.0,133618.0,-1.0,AU
+9anime.ph+2023_08_14+0,0,0.219593,0.048321,1,0.171272497649679,0.2195932865041454,0.0483207888544664,17,9,1,0,3.169925001442312,0,1,0,0,0.1111111111111111,442,0,0,2.0,0.0,-1.0,-1.0,1166.0,502.0,1000.0,663.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,23470.0,2841.0,US
+aade.gr+2023_08_14+0,0,0.178185,0.000538,1,0.1776475322634243,0.1781850790931882,0.0005375468297639,15,7,1,0,2.5216406363433186,0,1,0,0,0.0,371148,2,0,0.0582120582120582,1.0,8498.0,3.929316726753496,3331.0,1267.0,1000.0,2063.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,6799.0,20594.0,
+aafa.org+2023_08_14+0,0,0.178345,0.001139,1,0.1772055627330196,0.1783445034132136,0.0011389406801939,16,8,1,0,2.4056390622295662,0,1,0,0,0.0,345673,1,0,2.287671232876712,1.0,34431.0,4.536949636360645,10337.0,5693.0,1000.0,4644.0,1.0,396.0,7078.0,38.0,21.0,0.0,1.0,89.0,2.0,10865.0,1.0,1.0,1.0,13335.0,5790.0,US
+aas.org+2023_08_14+1,0,0.181987,0.000948,1,0.1810385902316861,0.181986522983539,0.0009479327518529,15,7,1,0,2.5216406363433186,0,1,0,0,0.0,101278,1,0,0.7254901960784313,1.0,34384.0,4.536356398147368,10696.0,5127.0,1000.0,5568.0,1.0,1925.0,7385.0,21.0,33.0,0.0,1.0,89.0,9.0,12741.0,1.0,1.0,1.0,13335.0,5790.0,US
+abc30.com+2023_08_14+0,0,0.19321,0.001178,1,0.1920320092003342,0.1932097849357237,0.0011777757353895,17,9,1,0,2.94770277922009,0,1,0,0,0.2222222222222222,851894,3,0,4.764444444444444,1.0,38672.0,4.587396633063575,10022.0,3777.0,1000.0,6244.0,0.0,319.0,3981.0,99.0,9.0,0.0,0.0,394.0,4.0,10590.0,1.0,1.0,1.0,16509.0,9513.0,US
+abc7.com+2023_08_14+0,0,0.194687,0.001071,1,0.1936163875964301,0.1946872858000872,0.001070898203657,16,8,1,0,2.75,0,1,0,0,0.125,872308,3,0,4.878787878787879,1.0,11235.0,4.050573076755148,10032.0,4071.0,1000.0,5960.0,0.0,319.0,3981.0,99.0,9.0,0.0,0.0,394.0,4.0,10517.0,1.0,1.0,1.0,16509.0,9513.0,US
+abc7chicago.com+2023_08_14+0,0,0.228183,0.001284,1,0.2268990541486205,0.228182883629028,0.0012838294804075,23,15,1,0,3.106890595608519,0,1,0,0,0.0666666666666666,880282,3,0,5.084033613445378,1.0,13947.0,4.144480800902749,10029.0,4148.0,1000.0,5880.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10801.0,1.0,1.0,1.0,16509.0,9513.0,US
+abcnews.go.com+2023_08_14+0,0,0.205606,0.006623,1,0.198983101930829,0.205606363390249,0.00662326145942,19,11,1,0,3.277613436819116,0,1,0,0,0.0,906390,1,0,2.9696969696969697,1.0,429.0,2.632457292184724,9977.0,8985.0,1000.0,992.0,1.0,907.0,6407.0,25.0,18.0,0.0,1.0,365.0,12.0,10359.0,1.0,1.0,1.0,16509.0,9513.0,US
+abdm.gov.in+2023_08_14+0,0,0.18262,0.169157,1,0.013463262575458,0.1826198791023767,0.1691566165269187,19,11,2,1,3.0957952550009344,0,1,0,0,0.0,244528,2,0,1.2474226804123711,1.0,64498.0,4.809546247930918,1696.0,767.0,1000.0,928.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1696.0,1.0,1.0,1.0,16509.0,9513.0,US
+academic.ru+2023_08_14+0,0,0.182791,0.001813,1,0.1809784979038016,0.1827911313179401,0.0018126334141384,19,11,1,0,3.0957952550009344,0,1,0,0,0.0,114938,1,0,0.2455795677799607,1.0,13755.0,4.138460594725703,9180.0,1833.0,1000.0,7346.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,50340.0,3138.0,
+access.clarivate.com+2023_08_14+2,0,0.536399,0.942749,1,0.4063498261410397,0.9427488029708948,0.536398976829855,24,16,1,0,3.2806390622295662,0,1,0,0,0.0,4946993,2,1,1.7272727272727273,1.0,10387.0,4.016490131620828,3116.0,2292.0,1000.0,824.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6440.0,1.0,1.0,1.0,1975.0,12308.0,US
+accesspressthemes.com+2023_08_14+0,0,0.184716,0.224232,1,0.0395160299965581,0.2242319453462892,0.184715915349731,29,21,1,0,3.136863709607318,0,1,0,0,0.0,259069,0,0,1.5,1.0,37980.0,4.579554960400999,4324.0,2688.0,1000.0,1636.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4383.0,1.0,1.0,1.0,16509.0,9513.0,US
+account.idcfcloud.com+2023_08_14+0,0,0.47894,0.512195,0,0.0332543393903181,0.5121945920941977,0.4789402527038795,21,13,1,0,3.0269868333592878,0,1,0,0,0.0,14944,1,1,2.75,1.0,29707.0,4.472858796225402,4085.0,68.0,1000.0,4017.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4479.0,1.0,1.0,1.0,25773.0,2264.0,US
+accounts.google.com+2023_08_14+1,0,0.994313,0.949565,1,0.0447485737448901,0.9943131136909888,0.9495645399460986,25,17,1,0,2.984234164652489,0,1,0,0,0.0,628176,1,1,10.0,1.0,1.0,0.0,6392.0,5190.0,1000.0,1201.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10475.0,1.0,1.0,1.0,15169.0,9548.0,US
+accounts.google.com+2023_08_14+3,0,0.479737,0.949908,0,0.4701715018048676,0.949908332451598,0.4797368306467302,28,20,1,0,3.546439344671015,0,1,0,0,0.0,602271,1,1,10.0,1.0,1.0,0.0,6392.0,5190.0,1000.0,1201.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10475.0,1.0,1.0,1.0,15169.0,9548.0,US
+accounts.google.com+2023_08_14+5,0,0.469675,0.949908,0,0.4802334818336283,0.949908332451598,0.4696748506179695,17,9,1,0,2.94770277922009,0,1,0,0,0.0,602667,1,1,10.0,1.0,1.0,0.0,6392.0,5190.0,1000.0,1201.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10475.0,1.0,1.0,1.0,15169.0,9548.0,US
+aceex.io+2023_08_14+0,0,0.179797,0.007859,1,0.1719372889587005,0.1797965561990731,0.0078592672403725,16,8,1,0,2.75,0,1,0,0,0.0,26054,0,0,0.9473684210526316,1.0,425271.0,5.628665768396159,2465.0,2300.0,1000.0,165.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,46636.0,6411.0,US
+activebeat.com+2023_08_14+0,0,0.17869,0.001068,1,0.1776223993832424,0.1786904798093669,0.0010680804261244,22,14,1,0,3.235926350629033,0,1,0,0,0.0,365066,2,0,2.4299065420560746,1.0,416842.0,5.619971470966327,8937.0,3295.0,1000.0,5642.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9162.0,1.0,1.0,1.0,16509.0,9513.0,US
+activerain.com+2023_08_14+0,0,0.183055,0.003225,1,0.1798301320754338,0.1830549640616603,0.0032248319862265,22,14,1,0,3.3787834934861767,0,1,0,0,0.0,81257,2,0,0.3217391304347826,1.0,39857.0,4.600504606645504,8095.0,6241.0,1000.0,1853.0,1.0,268.0,6510.0,38.0,13.0,0.0,1.0,89.0,5.0,8293.0,1.0,1.0,1.0,16509.0,9513.0,US
+adage.com+2023_08_14+0,0,0.180162,0.001859,1,0.1783031376303039,0.1801617559226229,0.001858618292319,17,9,1,0,2.94770277922009,0,1,0,0,0.0,393638,7,1,0.843956043956044,1.0,5971.0,3.77604707118178,10801.0,7605.0,1000.0,3196.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11396.0,1.0,1.0,1.0,20940.0,8665.0,
+adalyser.com+2023_08_14+0,0,0.182439,0.001261,1,0.1811784768814704,0.1824391630285058,0.0012606861470354,20,12,1,0,3.418295834054489,0,1,0,0,0.0,699683,0,0,0.1923076923076923,1.0,36782.0,4.565635340055644,6263.0,750.0,1000.0,5513.0,1.0,61.0,5116.0,56.0,9.0,0.0,1.0,90.0,2.0,5613.0,1.0,1.0,1.0,16509.0,9513.0,US
+adamieva.info+2023_08_14+0,0,0.181738,0.005787,1,0.1759514689416976,0.1817382577393429,0.0057867887976452,21,13,1,0,3.180832987205441,0,1,0,0,0.0,55910,2,0,0.8114754098360656,1.0,10044.0,4.001906704040885,6391.0,249.0,1000.0,6142.0,1.0,195.0,4103.0,37.0,22.0,0.0,1.0,90.0,3.0,5391.0,1.0,1.0,1.0,13335.0,5790.0,US
+adavoid.org+2023_08_14+0,0,0.192536,0.030793,1,0.161742919947221,0.1925361352936475,0.0307932153464265,19,11,1,0,2.9139770731827523,0,1,0,0,0.0,46598,0,0,0.8333333333333334,1.0,128882.0,5.110192266875969,1514.0,31.0,1000.0,1483.0,0.0,80.0,2415.0,66.0,11.0,0.0,1.0,89.0,2.0,2414.0,1.0,1.0,1.0,13335.0,5790.0,US
