sample_id,sample_name,label,prob_sn,prob_pg,sn_pg_agreement,sn_pg_diff,max_prob,min_prob,domain_length,n_dots_domain,n_subdomains,domain_entropy,has_ip_address,has_https,domain_digit_ratio,html_length,n_forms,n_password_inputs,n_external_links_ratio,is_in_tranco_1m,tranco_rank,tranco_rank_log,wayback_first_seen_days,wayback_last_seen_days,wayback_n_snapshots,wayback_active_window_days,wayback_first_status_ok,cert_history_count,cert_first_seen_days,cert_last_seen_days,cert_issuer_diversity,cert_is_free_only,cert_has_wildcard,cert_validity_median_days,cert_san_max,rdap_domain_age_days,rdap_age_risk,rdap_has_registrar,dns_resolved,asn_number,asn_age_days,asn_country
10430,10430_bio-eco-service.kz,0,0.738718,0.058605,0,0.6801134620450753,0.7387179975496988,0.0586045355046234,18,1,0,3.4613201402110083,0,0,0.0,20312,1,1,0.3684210526315789,0.0,-1.0,-1.0,5500.0,65.0,1000.0,5434.0,1.0,97.0,3483.0,30.0,6.0,0.0,1.0,90.0,2.0,-1.0,-1.0,-1.0,1.0,208450.0,2484.0,
10431,10431_bio-eco-service.kz,0,0.767217,0.031208,0,0.736008702409322,0.7672167172651839,0.0312080148558618,18,1,0,3.4613201402110083,0,0,0.0,18255,1,1,0.25,0.0,-1.0,-1.0,5500.0,65.0,1000.0,5434.0,1.0,97.0,3483.0,30.0,6.0,0.0,1.0,90.0,2.0,-1.0,-1.0,-1.0,1.0,208450.0,2484.0,
10432,10432_bio-eco-service.kz,0,0.740979,0.02802,0,0.712958149614236,0.740978500317294,0.0280203507030579,18,1,0,3.4613201402110083,0,0,0.0,18919,1,1,0.2777777777777778,0.0,-1.0,-1.0,5500.0,65.0,1000.0,5434.0,1.0,97.0,3483.0,30.0,6.0,0.0,1.0,90.0,2.0,-1.0,-1.0,-1.0,1.0,208450.0,2484.0,
10433,10433_bio-eco-service.kz,0,0.77179,0.009311,0,0.7624790960157819,0.7717904908985028,0.0093113948827209,18,1,0,3.4613201402110083,0,0,0.0,15034,1,1,0.25,0.0,-1.0,-1.0,5500.0,65.0,1000.0,5434.0,1.0,97.0,3483.0,30.0,6.0,0.0,1.0,90.0,2.0,-1.0,-1.0,-1.0,1.0,208450.0,2484.0,
10590,10590_www.diaocsg.vn,0,0.998402,0.065818,0,0.932583908311878,0.9984017608234066,0.0658178525115286,14,2,1,3.3248629576173574,0,0,0.0,54453,0,0,2.4788732394366195,0.0,-1.0,-1.0,3528.0,809.0,1000.0,2719.0,1.0,70.0,2647.0,1114.0,2.0,1.0,0.0,90.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
10591,10591_www.diaocsg.vn,0,0.998786,0.117461,0,0.8813251242650721,0.998786164897198,0.1174610406321259,14,2,1,3.3248629576173574,0,0,0.0,25876,0,0,2.235294117647059,0.0,-1.0,-1.0,3528.0,809.0,1000.0,2719.0,1.0,70.0,2647.0,1114.0,2.0,1.0,0.0,90.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
10592,10592_www.diaocsg.vn,0,0.998931,0.134663,0,0.8642678465370951,0.9989306464124972,0.1346627998754022,14,2,1,3.3248629576173574,0,0,0.0,24398,0,0,2.3548387096774195,0.0,-1.0,-1.0,3528.0,809.0,1000.0,2719.0,1.0,70.0,2647.0,1114.0,2.0,1.0,0.0,90.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
10593,10593_www.diaocsg.vn,0,0.999114,0.126286,0,0.8728281067886189,0.9991143573594676,0.1262862505708488,14,2,1,3.3248629576173574,0,0,0.0,23868,0,0,2.2580645161290325,0.0,-1.0,-1.0,3528.0,809.0,1000.0,2719.0,1.0,70.0,2647.0,1114.0,2.0,1.0,0.0,90.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
10594,10594_www.diaocsg.vn,0,0.998885,0.015268,0,0.9836168271255648,0.9988849766004028,0.015268149474838,14,2,1,3.3248629576173574,0,0,0.0,62494,1,0,3.2222222222222223,0.0,-1.0,-1.0,3528.0,809.0,1000.0,2719.0,1.0,70.0,2647.0,1114.0,2.0,1.0,0.0,90.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
10595,10595_www.diaocsg.vn,0,0.998468,0.01116,0,0.987307717661786,0.998467533381184,0.0111598157193978,14,2,1,3.3248629576173574,0,0,0.0,78754,1,0,3.066666666666667,0.0,-1.0,-1.0,3528.0,809.0,1000.0,2719.0,1.0,70.0,2647.0,1114.0,2.0,1.0,0.0,90.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
10606,10606_headgasketwa.com,0,0.218734,0.135212,1,0.0835225932145458,0.2187344885694964,0.1352118953549506,16,1,0,3.577819531114783,0,0,0.0,19426,0,0,1.65,0.0,-1.0,-1.0,4752.0,1531.0,298.0,3220.0,1.0,24.0,2221.0,1556.0,2.0,1.0,0.0,90.0,3.0,5138.0,1.0,1.0,0.0,-1.0,-1.0,
10607,10607_headgasketwa.com,0,0.431881,0.479442,1,0.0475613858454896,0.4794424868361316,0.431881100990642,16,1,0,3.577819531114783,0,0,0.0,10589,1,0,1.5625,0.0,-1.0,-1.0,4752.0,1531.0,298.0,3220.0,1.0,24.0,2221.0,1556.0,2.0,1.0,0.0,90.0,3.0,5138.0,1.0,1.0,0.0,-1.0,-1.0,
10608,10608_headgasketwa.com,0,0.209203,0.147453,1,0.0617505706204266,0.2092031458609994,0.1474525752405727,16,1,0,3.577819531114783,0,0,0.0,13657,0,0,2.1875,0.0,-1.0,-1.0,4752.0,1531.0,298.0,3220.0,1.0,24.0,2221.0,1556.0,2.0,1.0,0.0,90.0,3.0,5138.0,1.0,1.0,0.0,-1.0,-1.0,
10609,10609_headgasketwa.com,0,0.218734,0.135212,1,0.0835225932145458,0.2187344885694964,0.1352118953549506,16,1,0,3.577819531114783,0,0,0.0,19426,0,0,1.65,0.0,-1.0,-1.0,4752.0,1531.0,298.0,3220.0,1.0,24.0,2221.0,1556.0,2.0,1.0,0.0,90.0,3.0,5138.0,1.0,1.0,0.0,-1.0,-1.0,
10610,10610_headgasketwa.com,0,0.218734,0.135212,1,0.0835225932145458,0.2187344885694964,0.1352118953549506,16,1,0,3.577819531114783,0,0,0.0,19426,0,0,1.65,0.0,-1.0,-1.0,4752.0,1531.0,298.0,3220.0,1.0,24.0,2221.0,1556.0,2.0,1.0,0.0,90.0,3.0,5138.0,1.0,1.0,0.0,-1.0,-1.0,
10611,10611_headgasketwa.com,0,0.218734,0.135212,1,0.0835225914545998,0.2187344868095504,0.1352118953549506,16,1,0,3.577819531114783,0,0,0.0,19426,0,0,1.65,0.0,-1.0,-1.0,4752.0,1531.0,298.0,3220.0,1.0,24.0,2221.0,1556.0,2.0,1.0,0.0,90.0,3.0,5138.0,1.0,1.0,0.0,-1.0,-1.0,
10639,10639_thenightshiftdiet.com,0,0.999946,0.940972,1,0.0589737475554587,0.9999460181237566,0.940972270568298,25,2,1,3.593269689515107,0,0,0.0,51048,4,0,2.263157894736842,0.0,-1.0,-1.0,4364.0,3684.0,306.0,680.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
10640,10640_thenightshiftdiet.com,0,0.999986,0.971442,1,0.0285434676790448,0.999985583819834,0.9714421161407892,25,2,1,3.593269689515107,0,0,0.0,22877,3,0,2.4,0.0,-1.0,-1.0,4364.0,3684.0,306.0,680.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
10641,10641_thenightshiftdiet.com,0,0.999946,0.940972,1,0.0589737471441129,0.9999460177124108,0.940972270568298,25,2,1,3.593269689515107,0,0,0.0,51048,4,0,2.263157894736842,0.0,-1.0,-1.0,4364.0,3684.0,306.0,680.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
10642,10642_thenightshiftdiet.com,0,0.999946,0.940972,1,0.058973747504527,0.9999460180728248,0.940972270568298,25,2,1,3.593269689515107,0,0,0.0,51048,4,0,2.263157894736842,0.0,-1.0,-1.0,4364.0,3684.0,306.0,680.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
10643,10643_thenightshiftdiet.com,0,0.999946,0.940972,1,0.0589737474535952,0.9999460180218932,0.940972270568298,25,2,1,3.593269689515107,0,0,0.0,51048,4,0,2.263157894736842,0.0,-1.0,-1.0,4364.0,3684.0,306.0,680.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
10644,10644_thenightshiftdiet.com,0,0.999946,0.940972,1,0.0589737473008847,0.9999460178691828,0.940972270568298,25,2,1,3.593269689515107,0,0,0.0,51048,4,0,2.263157894736842,0.0,-1.0,-1.0,4364.0,3684.0,306.0,680.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
10657,10657_allasjasaunatila.com,0,0.200399,0.008666,1,0.1917331439861896,0.2003993263513666,0.0086661823651769,20,1,0,3.208694969562842,0,0,0.0,38250,0,0,2.42,0.0,-1.0,-1.0,3874.0,1837.0,473.0,2036.0,1.0,1.0,3383.0,3383.0,1.0,0.0,0.0,90.0,3.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
10658,10658_allasjasaunatila.com,0,0.218717,0.011046,1,0.2076715086287164,0.2187172325870927,0.0110457239583763,20,1,0,3.208694969562842,0,0,0.0,23595,0,0,2.2413793103448274,0.0,-1.0,-1.0,3874.0,1837.0,473.0,2036.0,1.0,1.0,3383.0,3383.0,1.0,0.0,0.0,90.0,3.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
10659,10659_allasjasaunatila.com,0,0.211962,0.012079,1,0.1998832740411217,0.2119618942124663,0.0120786201713446,20,1,0,3.208694969562842,0,0,0.0,22410,0,0,2.3846153846153846,0.0,-1.0,-1.0,3874.0,1837.0,473.0,2036.0,1.0,1.0,3383.0,3383.0,1.0,0.0,0.0,90.0,3.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
10660,10660_allasjasaunatila.com,0,0.225937,0.038092,1,0.1878444959856773,0.2259365602721486,0.0380920642864712,20,1,0,3.208694969562842,0,0,0.0,21387,0,0,3.388888888888889,0.0,-1.0,-1.0,3874.0,1837.0,473.0,2036.0,1.0,1.0,3383.0,3383.0,1.0,0.0,0.0,90.0,3.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
10661,10661_allasjasaunatila.com,0,0.200399,0.008666,1,0.1917331422365048,0.2003993246016817,0.0086661823651769,20,1,0,3.208694969562842,0,0,0.0,37997,0,0,2.42,0.0,-1.0,-1.0,3874.0,1837.0,473.0,2036.0,1.0,1.0,3383.0,3383.0,1.0,0.0,0.0,90.0,3.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
10662,10662_allasjasaunatila.com,0,0.224011,0.017638,1,0.2063728624308441,0.224011254276228,0.0176383918453838,20,1,0,3.208694969562842,0,0,0.0,21261,0,0,3.0,0.0,-1.0,-1.0,3874.0,1837.0,473.0,2036.0,1.0,1.0,3383.0,3383.0,1.0,0.0,0.0,90.0,3.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
10664,10664_thenightshiftdiet.com,0,0.220831,0.146653,1,0.0741778376487499,0.220831077788191,0.1466532401394411,21,1,0,3.4632805178108104,0,0,0.0,51048,4,0,2.263157894736842,0.0,-1.0,-1.0,4364.0,3684.0,306.0,680.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
10665,10665_thenightshiftdiet.com,0,0.208221,0.074447,1,0.1337740922610996,0.2082206073860703,0.0744465151249706,21,1,0,3.4632805178108104,0,0,0.0,22877,3,0,2.4,0.0,-1.0,-1.0,4364.0,3684.0,306.0,680.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
10666,10666_thenightshiftdiet.com,0,0.204805,0.993669,0,0.7888635123635208,0.9936688018700364,0.2048052895065155,21,1,0,3.4632805178108104,0,0,0.0,21234,1,0,10.0,0.0,-1.0,-1.0,4364.0,3684.0,306.0,680.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
10667,10667_thenightshiftdiet.com,0,0.213821,0.09006,1,0.1237613263834612,0.2138213471252149,0.0900600207417536,21,1,0,3.4632805178108104,0,0,0.0,27393,2,0,2.6923076923076925,0.0,-1.0,-1.0,4364.0,3684.0,306.0,680.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
10668,10668_thenightshiftdiet.com,0,0.220934,0.192933,1,0.0280017858831431,0.2209343726015975,0.1929325867184544,21,1,0,3.4632805178108104,0,0,0.0,27284,3,0,2.72,0.0,-1.0,-1.0,4364.0,3684.0,306.0,680.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
10669,10669_thenightshiftdiet.com,0,0.201647,0.038998,1,0.1626492079098503,0.2016474697461041,0.0389982618362537,21,1,0,3.4632805178108104,0,0,0.0,24935,3,0,2.3793103448275863,0.0,-1.0,-1.0,4364.0,3684.0,306.0,680.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
1076,1076_frontiers.ir,0,0.186571,0.586908,0,0.4003365642319929,0.5869077111658404,0.1865711469338474,12,1,0,3.0220552088742005,0,0,0.0,38102,1,0,1.5,0.0,-1.0,-1.0,4242.0,255.0,1000.0,3987.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,6736.0,20594.0,
1077,1077_frontiers.ir,0,0.18831,0.767274,0,0.5789643241577128,0.7672738485740866,0.1883095244163738,12,1,0,3.0220552088742005,0,0,0.0,29237,1,0,1.9142857142857144,0.0,-1.0,-1.0,4242.0,255.0,1000.0,3987.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,6736.0,20594.0,
1078,1078_frontiers.ir,0,0.186571,0.586908,0,0.4003365650998127,0.5869077111658404,0.1865711460660276,12,1,0,3.0220552088742005,0,0,0.0,38102,1,0,1.5,0.0,-1.0,-1.0,4242.0,255.0,1000.0,3987.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,6736.0,20594.0,
1079,1079_frontiers.ir,0,0.187285,0.614458,0,0.4271733283542739,0.6144583387635941,0.1872850104093202,12,1,0,3.0220552088742005,0,0,0.0,31255,1,0,1.8611111111111112,0.0,-1.0,-1.0,4242.0,255.0,1000.0,3987.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,6736.0,20594.0,
1080,1080_frontiers.ir,0,0.187245,0.648132,0,0.4608866837114348,0.6481321367858975,0.1872454530744627,12,1,0,3.0220552088742005,0,0,0.0,34109,1,0,1.9142857142857144,0.0,-1.0,-1.0,4242.0,255.0,1000.0,3987.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,6736.0,20594.0,
1081,1081_frontiers.ir,0,0.187234,0.664435,0,0.4772009958315589,0.6644349941516703,0.1872339983201113,12,1,0,3.0220552088742005,0,0,0.0,31640,1,0,1.9142857142857144,0.0,-1.0,-1.0,4242.0,255.0,1000.0,3987.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,6736.0,20594.0,
10940,10940_www.diaocsg.vn,0,0.998402,0.065818,0,0.9325839065230934,0.998401759034622,0.0658178525115286,14,2,1,3.3248629576173574,0,0,0.0,54844,0,0,2.4788732394366195,0.0,-1.0,-1.0,3528.0,809.0,1000.0,2719.0,1.0,70.0,2647.0,1114.0,2.0,1.0,0.0,90.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
10941,10941_www.diaocsg.vn,0,0.998786,0.117461,0,0.8813251230818147,0.9987861637139406,0.1174610406321259,14,2,1,3.3248629576173574,0,0,0.0,25876,0,0,2.235294117647059,0.0,-1.0,-1.0,3528.0,809.0,1000.0,2719.0,1.0,70.0,2647.0,1114.0,2.0,1.0,0.0,90.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
10942,10942_www.diaocsg.vn,0,0.998931,0.134663,0,0.8642678470027564,0.9989306468781586,0.1346627998754022,14,2,1,3.3248629576173574,0,0,0.0,24398,0,0,2.3548387096774195,0.0,-1.0,-1.0,3528.0,809.0,1000.0,2719.0,1.0,70.0,2647.0,1114.0,2.0,1.0,0.0,90.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
10943,10943_www.diaocsg.vn,0,0.999114,0.126286,0,0.8728281074871108,0.9991143580579596,0.1262862505708488,14,2,1,3.3248629576173574,0,0,0.0,23868,0,0,2.2580645161290325,0.0,-1.0,-1.0,3528.0,809.0,1000.0,2719.0,1.0,70.0,2647.0,1114.0,2.0,1.0,0.0,90.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
10944,10944_www.diaocsg.vn,0,0.998885,0.015268,0,0.9836168269539248,0.998884976428763,0.015268149474838,14,2,1,3.3248629576173574,0,0,0.0,62494,1,0,3.2222222222222223,0.0,-1.0,-1.0,3528.0,809.0,1000.0,2719.0,1.0,70.0,2647.0,1114.0,2.0,1.0,0.0,90.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
10945,10945_www.diaocsg.vn,0,0.998468,0.01116,0,0.9873077203393384,0.9984675360587364,0.0111598157193978,14,2,1,3.3248629576173574,0,0,0.0,78754,1,0,3.066666666666667,0.0,-1.0,-1.0,3528.0,809.0,1000.0,2719.0,1.0,70.0,2647.0,1114.0,2.0,1.0,0.0,90.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
1095,1095_www.ccplima.org,0,0.999288,0.004318,0,0.9949699687779966,0.9992878611855196,0.0043178924075229,15,2,1,3.32323142879762,0,0,0.0,153506,1,0,1.1710526315789471,0.0,-1.0,-1.0,6615.0,216.0,1000.0,6398.0,1.0,39.0,3443.0,339.0,2.0,0.0,0.0,90.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
1096,1096_www.ccplima.org,0,0.999288,0.004318,0,0.9949699684794786,0.9992878608870016,0.0043178924075229,15,2,1,3.32323142879762,0,0,0.0,153590,1,0,1.1710526315789471,0.0,-1.0,-1.0,6615.0,216.0,1000.0,6398.0,1.0,39.0,3443.0,339.0,2.0,0.0,0.0,90.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
10961,10961_osloflagg.no,0,0.180475,0.006537,1,0.1739385143311965,0.1804750896424416,0.006536575311245,12,1,0,2.8553885422075336,0,0,0.0,6539,0,0,0.4583333333333333,0.0,-1.0,-1.0,6214.0,1444.0,1000.0,4770.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,6270.0,1.0,1.0,0.0,-1.0,-1.0,
10962,10962_osloflagg.no,0,0.180475,0.006537,1,0.1739385147593296,0.1804750900705747,0.006536575311245,12,1,0,2.8553885422075336,0,0,0.0,6539,0,0,0.4583333333333333,0.0,-1.0,-1.0,6214.0,1444.0,1000.0,4770.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,6270.0,1.0,1.0,0.0,-1.0,-1.0,
10963,10963_osloflagg.no,0,0.464453,0.421692,1,0.0427619062678382,0.4644534529288826,0.4216915466610443,12,1,0,2.8553885422075336,0,0,0.0,15371,1,0,0.3,0.0,-1.0,-1.0,6214.0,1444.0,1000.0,4770.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,6270.0,1.0,1.0,0.0,-1.0,-1.0,
10964,10964_osloflagg.no,0,0.209109,0.064408,1,0.144701217062843,0.2091092329105478,0.0644080158477048,12,1,0,2.8553885422075336,0,0,0.0,6162,0,0,0.2,0.0,-1.0,-1.0,6214.0,1444.0,1000.0,4770.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,6270.0,1.0,1.0,0.0,-1.0,-1.0,
10965,10965_osloflagg.no,0,0.20593,0.061618,1,0.1443116101353414,0.2059299281204372,0.0616183179850957,12,1,0,2.8553885422075336,0,0,0.0,5063,0,0,0.2,0.0,-1.0,-1.0,6214.0,1444.0,1000.0,4770.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,6270.0,1.0,1.0,0.0,-1.0,-1.0,
10966,10966_osloflagg.no,0,0.181802,0.035242,1,0.146559323681439,0.1818015462910558,0.0352422226096168,12,1,0,2.8553885422075336,0,0,0.0,7742,0,0,0.2,0.0,-1.0,-1.0,6214.0,1444.0,1000.0,4770.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,6270.0,1.0,1.0,0.0,-1.0,-1.0,
1097,1097_www.ccplima.org,0,0.99618,0.001552,0,0.9946279773824072,0.9961799895113652,0.0015520121289577,15,2,1,3.32323142879762,0,0,0.0,134832,1,0,1.0809523809523809,0.0,-1.0,-1.0,6615.0,216.0,1000.0,6398.0,1.0,39.0,3443.0,339.0,2.0,0.0,0.0,90.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
