sample_name,label,prob_sn,prob_pg,sn_pg_agreement,sn_pg_diff,max_prob,min_prob,url_length,domain_length,n_dots_domain,n_subdomains,domain_entropy,has_ip_address,has_https,path_length,n_url_params,domain_digit_ratio,html_length,n_forms,n_password_inputs,n_external_links_ratio
+360.yandex.com+2023_08_14+0,0,0.180114,0.983227,0,0.8031133474582616,0.9832274085940756,0.18011406113581407,15,7,1,0,2.807354922057604,0,1,0,0,0.0,187390,0,0,2.212121212121212
+3cx.net+2023_08_14+0,0,0.186454,0.079482,1,0.10697194777171806,0.18645442851361438,0.07948248074189632,15,7,1,0,2.807354922057604,0,1,0,0,0.14285714285714285,8840,0,0,0.5
+3hentai.net+2023_08_14+0,0,0.185283,0.00296,1,0.18232289198671056,0.18528313750030234,0.002960245513591785,19,11,1,0,2.913977073182752,0,1,0,0,0.09090909090909091,41606,1,0,2.5
+4-russianbride.com+2023_08_14+0,0,0.178679,0.01112,1,0.16755933678081114,0.1786792384889494,0.011119901708138263,26,18,1,0,3.8365916681089787,0,1,0,0,0.05555555555555555,99311,0,0,2.6538461538461537
+4geo.ru+2023_08_14+0,0,0.177507,0.007268,1,0.17023853763133998,0.17750686034126106,0.007268322709921101,15,7,1,0,2.807354922057604,0,1,0,0,0.14285714285714285,45618,0,0,0.1347517730496454
+4lordserials.xyz+2023_08_14+0,0,0.229077,0.001126,1,0.2279504790934412,0.2290769256067986,0.0011264465133573828,24,16,1,0,3.625,0,1,0,0,0.0625,41157,3,1,0.40522875816993464
+4pda.to+2023_08_14+1,0,0.17997,0.001498,1,0.17847241062393146,0.17997041965337202,0.0014980090294405566,15,7,1,0,2.807354922057604,0,1,0,0,0.14285714285714285,181751,3,0,1.3354297693920336
+51cg1.com+2023_08_14+0,0,0.193576,0.003566,1,0.19001033250393926,0.19357649337152583,0.0035661608675865842,17,9,1,0,2.725480556997868,0,1,0,0,0.3333333333333333,3993705,2,0,1.542857142857143
+5278.cc+2023_08_14+0,0,0.185273,0.001314,1,0.1839590074645142,0.18527259585096,0.0013135883864457834,15,7,1,0,2.521640636343318,0,1,0,0,0.5714285714285714,78537,2,1,0.4876543209876543
+5lovelanguages.com+2023_08_14+0,0,0.196842,0.006087,1,0.1907546167481467,0.19684150747788443,0.006086890729737734,26,18,1,0,3.6143694458867563,0,1,0,0,0.05555555555555555,57053,2,0,1.009090909090909
+6789000000.com+2023_08_14+0,0,0.181136,0.031252,1,0.14988433543043186,0.18113593745965395,0.031251602029222086,22,14,1,0,2.699513850319966,0,1,0,0,0.7142857142857143,59814,0,2,0.0
+7plus.com.au+2023_08_14+0,0,0.178353,0.00057,1,0.17778317526331694,0.1783531508968368,0.000569975633519858,20,12,2,1,3.2516291673878226,0,1,0,0,0.08333333333333333,855873,0,0,8.980732177263969
+85tube.com+2023_08_14+0,0,0.179596,0.00108,1,0.17851524128377255,0.17959555711634734,0.0010803158325747794,18,10,1,0,3.321928094887362,0,1,0,0,0.2,74008,1,0,1.753968253968254
+8book.com+2023_08_14+0,0,0.181695,0.006803,1,0.1748919530781297,0.1816948450904885,0.006802892012358792,17,9,1,0,2.6416041678685933,0,1,0,0,0.1111111111111111,244316,2,0,0.09780439121756487
+8freeporn.com+2023_08_14+0,0,0.179496,0.017371,1,0.16212590869052498,0.1794964121854412,0.017370503494916235,21,13,1,0,3.238901256602631,0,1,0,0,0.07692307692307693,72376,1,0,0.3747323340471092
+8x8.vc+2023_08_14+0,0,0.194715,0.95034,0,0.7556250156088209,0.9503403086464934,0.19471529303767254,14,6,1,0,2.2516291673878226,0,1,0,0,0.3333333333333333,117554,1,0,10.0
+911memorial.org+2023_08_14+0,0,0.192234,0.000841,1,0.19139319196455468,0.19223443808826812,0.0008412461237134535,23,15,1,0,3.3735572622751846,0,1,0,0,0.2,156372,2,1,0.4107883817427386
+95516.com+2023_08_14+0,0,0.197381,0.005309,1,0.1920718343516143,0.19738112357695448,0.005309289225340177,17,9,1,0,2.94770277922009,0,1,0,0,0.5555555555555556,28311,0,0,0.8636363636363636
+9anime.gs+2023_08_14+0,0,0.246701,0.048321,1,0.1983799344640711,0.24670072331853754,0.04832078885446644,17,9,1,0,3.169925001442312,0,1,0,0,0.1111111111111111,442,0,0,2.0
+9anime.ph+2023_08_14+0,0,0.219593,0.048321,1,0.171272497649679,0.21959328650414545,0.04832078885446644,17,9,1,0,3.169925001442312,0,1,0,0,0.1111111111111111,442,0,0,2.0
+aade.gr+2023_08_14+0,0,0.178185,0.000538,1,0.17764753226342436,0.17818507909318826,0.000537546829763906,15,7,1,0,2.5216406363433186,0,1,0,0,0.0,371148,2,0,0.058212058212058215
+aafa.org+2023_08_14+0,0,0.178345,0.001139,1,0.17720556273301966,0.17834450341321362,0.0011389406801939742,16,8,1,0,2.4056390622295662,0,1,0,0,0.0,345673,1,0,2.287671232876712
+aas.org+2023_08_14+1,0,0.181987,0.000948,1,0.1810385902316861,0.181986522983539,0.0009479327518529178,15,7,1,0,2.5216406363433186,0,1,0,0,0.0,101278,1,0,0.7254901960784313
+abc30.com+2023_08_14+0,0,0.19321,0.001178,1,0.1920320092003342,0.19320978493572372,0.0011777757353895258,17,9,1,0,2.94770277922009,0,1,0,0,0.2222222222222222,851894,3,0,4.764444444444444
+abc7.com+2023_08_14+0,0,0.194687,0.001071,1,0.19361638759643016,0.1946872858000872,0.0010708982036570541,16,8,1,0,2.75,0,1,0,0,0.125,872308,3,0,4.878787878787879
+abc7chicago.com+2023_08_14+0,0,0.228183,0.001284,1,0.2268990541486205,0.22818288362902805,0.0012838294804075672,23,15,1,0,3.106890595608519,0,1,0,0,0.06666666666666667,880282,3,0,5.084033613445378
+abcnews.go.com+2023_08_14+0,0,0.205606,0.006623,1,0.19898310193082902,0.20560636339024907,0.006623261459420049,19,11,1,0,3.277613436819116,0,1,0,0,0.0,906390,1,0,2.9696969696969697
+abdm.gov.in+2023_08_14+0,0,0.18262,0.169157,1,0.013463262575458018,0.18261987910237676,0.16915661652691874,19,11,2,1,3.0957952550009344,0,1,0,0,0.0,244528,2,0,1.2474226804123711
+academic.ru+2023_08_14+0,0,0.182791,0.001813,1,0.18097849790380163,0.18279113131794011,0.0018126334141384754,19,11,1,0,3.0957952550009344,0,1,0,0,0.0,114938,1,0,0.2455795677799607
+access.clarivate.com+2023_08_14+2,0,0.536399,0.942749,1,0.40634982614103976,0.9427488029708948,0.536398976829855,24,16,1,0,3.2806390622295662,0,1,0,0,0.0,4946993,2,1,1.7272727272727273
+accesspressthemes.com+2023_08_14+0,0,0.184716,0.224232,1,0.03951602999655815,0.22423194534628924,0.18471591534973109,29,21,1,0,3.136863709607318,0,1,0,0,0.0,259069,0,0,1.5
+account.idcfcloud.com+2023_08_14+0,0,0.47894,0.512195,0,0.03325433939031819,0.5121945920941977,0.4789402527038795,21,13,1,0,3.0269868333592873,0,1,0,0,0.0,14944,1,1,2.75
+accounts.google.com+2023_08_14+1,0,0.994313,0.949565,1,0.04474857374489016,0.9943131136909887,0.9495645399460986,25,17,1,0,2.984234164652489,0,1,0,0,0.0,628176,1,1,10.0
+accounts.google.com+2023_08_14+3,0,0.479737,0.949908,0,0.47017150180486766,0.9499083324515979,0.47973683064673023,28,20,1,0,3.546439344671015,0,1,0,0,0.0,602271,1,1,10.0
+accounts.google.com+2023_08_14+5,0,0.469675,0.949908,0,0.48023348183362835,0.9499083324515979,0.46967485061796954,17,9,1,0,2.94770277922009,0,1,0,0,0.0,602667,1,1,10.0
+aceex.io+2023_08_14+0,0,0.179797,0.007859,1,0.17193728895870053,0.1797965561990731,0.007859267240372572,16,8,1,0,2.75,0,1,0,0,0.0,26054,0,0,0.9473684210526315
+activebeat.com+2023_08_14+0,0,0.17869,0.001068,1,0.17762239938324248,0.17869047980936692,0.0010680804261244453,22,14,1,0,3.2359263506290334,0,1,0,0,0.0,365066,2,0,2.4299065420560746
+activerain.com+2023_08_14+0,0,0.183055,0.003225,1,0.17983013207543383,0.18305496406166033,0.003224831986226511,22,14,1,0,3.3787834934861767,0,1,0,0,0.0,81257,2,0,0.3217391304347826
+adage.com+2023_08_14+0,0,0.180162,0.001859,1,0.1783031376303039,0.18016175592262296,0.001858618292319066,17,9,1,0,2.94770277922009,0,1,0,0,0.0,393638,7,1,0.843956043956044
+adalyser.com+2023_08_14+0,0,0.182439,0.001261,1,0.1811784768814704,0.18243916302850582,0.0012606861470354142,20,12,1,0,3.418295834054489,0,1,0,0,0.0,699683,0,0,0.19230769230769232
+adamieva.info+2023_08_14+0,0,0.181738,0.005787,1,0.17595146894169766,0.18173825773934293,0.005786788797645272,21,13,1,0,3.180832987205441,0,1,0,0,0.0,55910,2,0,0.8114754098360656
+adavoid.org+2023_08_14+0,0,0.192536,0.030793,1,0.16174291994722104,0.19253613529364755,0.030793215346426515,19,11,1,0,2.9139770731827523,0,1,0,0,0.0,46598,0,0,0.8333333333333334
+adcanvas.com+2023_08_14+0,0,0.189796,0.075122,1,0.11467385174196397,0.18979591651217798,0.075122064770214,20,12,1,0,3.0220552088742,0,1,0,0,0.0,2892,0,0,1.0769230769230769
+addictpodcast.com+2023_08_14+0,0,0.268037,0.626327,0,0.35828924375371596,0.6263265071793578,0.2680372634256418,25,17,1,0,3.1751231351134614,0,1,0,0,0.0,3276,0,0,10.0
+adekstra.com+2023_08_14+0,0,0.191833,0.93513,0,0.7432974976436841,0.9351300316204674,0.19183253397678324,20,12,1,0,3.418295834054489,0,1,0,0,0.0,148513,1,0,5.454545454545454
+adgone.org+2023_08_14+0,0,0.253499,0.02644,1,0.2270583863001836,0.25349879132312725,0.026440405022943658,18,10,1,0,2.9219280948873623,0,1,0,0,0.0,66151,0,0,1.368421052631579
+adguard.com+2023_08_14+0,0,0.179092,0.001928,1,0.1771639224177967,0.17909201962316357,0.0019280972053668897,19,11,1,0,3.0957952550009344,0,1,0,0,0.0,140064,0,0,1.051094890510949
+adkernel.com+2023_08_14+0,0,0.219508,0.008068,1,0.2114399142091613,0.21950811834859385,0.008068204139432532,20,12,1,0,3.418295834054489,0,1,0,0,0.0,212478,0,0,3.1794871794871793
+admicro.vn+2023_08_14+0,0,0.437067,0.110301,1,0.3267659499424024,0.43706655758321833,0.11030060764081598,18,10,1,0,3.321928094887362,0,1,0,0,0.0,103238,1,0,0.55
+administracionelectronica.gob.es+2023_08_14+0,0,0.214575,0.000404,1,0.21417119788164404,0.21457510301842975,0.0004039051367857121,40,32,2,1,3.757048827786958,0,1,0,0,0.0,164260,2,0,0.12612612612612611
+adoric.com+2023_08_14+0,0,0.179427,0.001401,1,0.17802644223704306,0.17942707018163628,0.0014006279445932187,18,10,1,0,2.9219280948873623,0,1,0,0,0.0,409874,1,0,1.1650485436893203
+adpone.com+2023_08_14+0,0,0.180292,0.003835,1,0.17645663817484844,0.18029162498104656,0.0038349868061981216,18,10,1,0,3.121928094887362,0,1,0,0,0.0,57622,1,0,3.972972972972973
+adpredictive.com+2023_08_14+0,0,0.182071,0.003161,1,0.17891052171634542,0.18207121047812158,0.0031606887617761543,24,16,1,0,3.5,0,1,0,0,0.0,171446,0,0,2.9791666666666665
+adr.org+2023_08_14+0,0,0.183429,0.003547,1,0.17988169417670594,0.18342876277984632,0.0035470686031403974,15,7,1,0,2.5216406363433186,0,1,0,0,0.0,129146,0,0,0.5298013245033113
+adroll.com+2023_08_14+0,0,0.180017,0.001284,1,0.1787331614077315,0.1800168362929313,0.0012836748851998243,18,10,1,0,2.921928094887362,0,1,0,0,0.0,153665,0,0,0.7325581395348837
+adsinteractive.com+2023_08_14+0,0,0.261861,0.0005,1,0.2613611496920775,0.2618614606075932,0.0005003109155156607,26,18,1,0,3.6143694458867563,0,1,0,0,0.0,39615,0,0,0.5714285714285714
+adsource.tech+2023_08_14+0,0,0.916731,0.971841,1,0.05511079448896539,0.9718413110189791,0.9167305165300137,21,13,1,0,3.392747410448785,0,1,0,0,0.0,387198,1,1,10.0
+adsrvr.org+2023_08_14+0,0,0.814409,0.493293,0,0.3211155000721016,0.814408920698966,0.4932934206268644,18,10,1,0,2.8464393446710154,0,1,0,0,0.0,16654,0,0,1.4285714285714286
+adtelligent.com+2023_08_14+1,0,0.184436,0.507028,0,0.322591148179568,0.5070275004556479,0.1844363522760799,22,14,1,0,3.3787834934861767,0,1,0,0,0.0,218379,1,0,2.209090909090909
+adultchatdatingsites.com+2023_08_14+0,0,0.181455,0.001481,1,0.17997428657460945,0.181455410950625,0.0014811243760155662,32,24,1,0,3.7201755214643453,0,1,0,0,0.0,133952,1,0,2.5052631578947366
+adultdeepfakes.com+2023_08_14+0,0,0.180936,0.005507,1,0.17542920268118,0.18093623031444173,0.005507027633261706,26,18,1,0,3.68354236243323,0,1,0,0,0.0,104235,1,0,1.994047619047619
+adultsexchat.org+2023_08_14+0,0,0.18363,0.004282,1,0.1793473317952036,0.1836296113969098,0.004282279601706226,24,16,1,0,3.75,0,1,0,0,0.0,189251,2,0,2.9507042253521125
+advmusic.com+2023_08_14+0,0,0.180594,0.002836,1,0.1777578735287677,0.18059356904170798,0.0028356955129402667,20,12,1,0,3.2516291673878226,0,1,0,0,0.0,463798,0,0,2.269230769230769
+aeolservice.es+2023_08_14+0,0,0.182443,0.002216,1,0.18022707075981936,0.1824427669064823,0.0022156961466629536,22,14,1,0,3.09306920777189,0,1,0,0,0.0,308924,0,0,3.05
+afsp.org+2023_08_14+0,0,0.181241,0.000781,1,0.18045944066941505,0.18124073127723106,0.0007812906078160015,16,8,1,0,3.0,0,1,0,0,0.0,166684,2,0,0.9155844155844156
+agregatoreat.ru+2023_08_14+0,0,0.273017,0.004365,1,0.26865246045384283,0.2730171273539359,0.004364666900093094,23,15,1,0,2.8729055953200557,0,1,0,0,0.0,63864,0,0,0.3611111111111111
+ahrefs.com+2023_08_14+0,0,0.17885,0.001083,1,0.17776742434347584,0.17885021676768775,0.0010827924242119184,18,10,1,0,3.321928094887362,0,1,0,0,0.0,301042,0,0,3.020979020979021
+ahvideoscdn.net+2023_08_14+0,0,0.182318,0.011781,1,0.17053621917098252,0.18231770300280092,0.011781483831818398,23,15,1,0,3.5068905956085183,0,1,0,0,0.0,104101,1,0,0.11764705882352941
+aida.de+2023_08_14+0,0,0.178492,0.000508,1,0.17798411499128114,0.17849246453476342,0.0005083495434822653,15,7,1,0,2.2359263506290326,0,1,0,0,0.0,743508,0,0,4.00836820083682
+ajaib.co.id+2023_08_14+0,0,0.180017,0.008753,1,0.17126387436295287,0.18001689719023806,0.008753022827285186,19,11,2,1,2.9139770731827523,0,1,0,0,0.0,332711,0,0,5.478260869565218
+ajax.systems+2023_08_14+0,0,0.733668,0.000829,0,0.7328393220740477,0.7336680391012533,0.0008287170272056874,20,12,1,0,3.0220552088742,0,1,0,0,0.0,162202,0,0,0.6616915422885572
+akket.com+2023_08_14+0,0,0.180656,0.004776,1,0.17588011846022497,0.1806562481592403,0.00477612969901533,17,9,1,0,2.94770277922009,0,1,0,0,0.0,264263,1,0,1.7027027027027026
+alchemy.net+2023_08_14+0,0,0.180735,0.002072,1,0.17866308991039137,0.18073531079594285,0.002072220885551472,19,11,1,0,3.277613436819116,0,1,0,0,0.0,21862,1,1,0.1388888888888889
+alexandriava.gov+2023_08_14+0,0,0.178811,0.000617,1,0.17819412804418333,0.17881132645952968,0.0006171984153463412,24,16,1,0,3.375,0,1,0,0,0.0,498315,1,0,0.27884615384615385
+aliant.bell.ca+2023_08_14+0,0,0.190356,0.418772,1,0.22841560438512776,0.41877192759173243,0.19035632320660467,22,14,1,0,2.8962915290459277,0,1,0,0,0.0,261289,2,0,0.5900900900900901
+allcommonstories.com+2023_08_14+0,0,0.760748,0.986599,1,0.22585057538549425,0.986598774766995,0.7607481993815007,28,20,1,0,3.384183719779189,0,1,0,0,0.0,19491,0,0,3.0
+alle.com+2023_08_14+0,0,0.184426,0.010984,1,0.17344270422669417,0.18442649393973087,0.01098378971303672,16,8,1,0,2.75,0,1,0,0,0.0,302020,1,0,4.486111111111111
+allhen.online+2023_08_14+0,0,0.694223,0.05742,0,0.6368021326908159,0.6942225869397931,0.057420454248977196,21,13,1,0,2.8150724101159437,0,1,0,0,0.0,4809,0,0,1.5
+allsugardaddy.com+2023_08_14+0,0,0.183327,0.026714,1,0.15661306193362873,0.18332699150143394,0.026713929567805227,25,17,1,0,3.4104172527605203,0,1,0,0,0.0,115074,1,0,5.666666666666667
+alltdesign.com+2023_08_14+0,0,0.203133,0.709873,0,0.5067392228959254,0.7098726446581561,0.2031334217622307,22,14,1,0,3.6644977792004623,0,1,0,0,0.0,4872,0,0,0.3333333333333333
+alphacoders.com+2023_08_14+0,0,0.17953,0.000348,1,0.17918143928172311,0.17952952870209282,0.0003480894203696983,23,15,1,0,3.506890595608518,0,1,0,0,0.0,245230,2,0,1.0886627906976745
+alteg.io+2023_08_14+0,0,0.181176,0.000904,1,0.18027206329051151,0.18117625126023817,0.0009041879697266568,16,8,1,0,3.0,0,1,0,0,0.0,74379,1,0,0.639344262295082
+altema.jp+2023_08_14+0,0,0.179197,0.003738,1,0.1754591347460726,0.1791967673509025,0.0037376326048298965,17,9,1,0,2.94770277922009,0,1,0,0,0.0,93194,1,0,1.5774647887323943
+amara.org+2023_08_14+0,0,0.184614,0.001212,1,0.18340213175068656,0.184613832072146,0.0012117003214594153,17,9,1,0,2.4193819456463714,0,1,0,0,0.0,159203,1,0,1.3846153846153846
+ambientweather.net+2023_08_14+0,0,0.194543,0.008931,1,0.18561210868541195,0.19454280382376,0.00893069513834805,26,18,1,0,3.239097917988786,0,1,0,0,0.0,115038,1,0,0.6612903225806451
+amcdn.vn+2023_08_14+0,0,0.807874,0.997407,1,0.1895338534845944,0.9974074797927487,0.8078736263081543,16,8,1,0,2.75,0,1,0,0,0.0,6835,1,0,0.2857142857142857
+amcrestview.com+2023_08_14+0,0,0.983895,0.980173,1,0.0037219519751606756,0.9838948923171393,0.9801729403419787,23,15,1,0,3.506890595608518,0,1,0,0,0.0,20590,3,2,0.0
+americafirst.com+2023_08_14+0,0,0.398891,0.00298,1,0.3959102459105306,0.3988905592686791,0.0029803133581484983,24,16,1,0,3.375,0,1,0,0,0.0,377351,4,0,0.4985754985754986
+americanaddictioncenters.org+2023_08_14+0,0,0.193354,0.000521,1,0.19283321070505158,0.19335375704142665,0.0005205463363750751,36,28,1,0,3.574164743022576,0,1,0,0,0.0,406654,5,0,0.4371069182389937
+amp.dev+2023_08_14+2,0,0.179228,0.04642,1,0.13280891828028646,0.17922849473574765,0.04641957645546119,22,14,1,0,3.378783493486176,0,1,0,0,0.0,153134,0,0,2.317073170731707
+amxrtb.com+2023_08_14+0,0,0.178647,0.043588,1,0.1350587835906244,0.1786468017824906,0.0435880181918662,18,10,1,0,3.121928094887362,0,1,0,0,0.0,179773,2,0,2.824561403508772
+an1.com+2023_08_14+0,0,0.18346,0.007232,1,0.17622840769080908,0.18346000126901174,0.007231593578202659,15,7,1,0,2.807354922057604,0,1,0,0,0.14285714285714285,85228,1,0,0.680379746835443
+anadolu.edu.tr+2023_08_14+0,0,0.182339,0.005192,1,0.1771462250123172,0.18233861689054576,0.005192391878228551,22,14,2,1,3.2359263506290334,0,1,0,0,0.0,180477,0,0,0.6987951807228916
+androidforums.com+2023_08_14+0,0,0.180643,0.018513,1,0.16213002941907742,0.1806431352369936,0.018513105817916174,25,17,1,0,3.4548223999466066,0,1,0,0,0.0,160604,2,0,0.2918149466192171
+androidwaves.com+2023_08_14+0,0,0.180459,0.002551,1,0.17790855603375713,0.18045943164255496,0.0025508756087978244,24,16,1,0,3.625,0,1,0,0,0.0,96725,4,1,1.9639639639639639
+angkakompas.org+2023_08_14+0,0,0.181491,0.03623,1,0.1452610560042212,0.18149065981301482,0.036229603808793615,23,15,1,0,3.32323142879762,0,1,0,0,0.0,86474,1,1,1.9259259259259258
+anime-suba.com+2023_08_14+0,0,0.180093,0.00326,1,0.176832183199194,0.18009253087791044,0.00326034767871645,22,14,1,0,3.521640636343319,0,1,0,0,0.0,60593,1,0,1.9573170731707317
+anime-world.in+2023_08_14+0,0,0.180262,0.003137,1,0.1771243230258396,0.18026175927161892,0.003137436245779311,22,14,1,0,3.521640636343319,0,1,0,0,0.0,299771,2,3,1.7452830188679245
+animeflv.sh+2023_08_14+0,0,0.179294,0.003359,1,0.17593408342056543,0.17929357606074414,0.003359492640178718,19,11,1,0,3.277613436819116,0,1,0,0,0.0,74997,2,1,0.4452054794520548
+aniview.com+2023_08_14+0,0,0.184897,0.008832,1,0.1760642735070055,0.18489656198566218,0.008832288478656693,19,11,1,0,3.277613436819116,0,1,0,0,0.0,381074,0,0,3.2934782608695654
+aniwatch.to+2023_08_14+1,0,0.186479,0.038761,1,0.14771788968165334,0.18647918326024793,0.03876129357859458,19,11,1,0,3.0957952550009344,0,1,0,0,0.0,32301,1,0,0.8
+ankiweb.net+2023_08_14+0,0,0.763497,0.029982,0,0.7335152775568579,0.7634971060077111,0.029981828450853235,19,11,1,0,3.0957952550009344,0,1,0,0,0.0,5265,0,0,0.5
+anondns.net+2023_08_14+0,0,0.186829,0.007866,1,0.1789628372066656,0.1868289975822539,0.007866160375588313,19,11,1,0,2.7321588913645707,0,1,0,0,0.0,4039,0,0,0.3333333333333333
+ansi.org+2023_08_14+0,0,0.179275,0.000469,1,0.17880606975508886,0.17927466538885906,0.00046859563377018193,16,8,1,0,3.0,0,1,0,0,0.0,190621,0,0,0.234375
+anydns.com+2023_08_14+0,0,0.233607,0.840797,0,0.6071897621280808,0.8407970011613737,0.23360723903329284,18,10,1,0,3.121928094887362,0,1,0,0,0.0,931,0,0,0.0
+anykey.ch+2023_08_14+0,0,0.180407,0.004308,1,0.17609866364136909,0.1804067027165357,0.004308039075166607,17,9,1,0,2.94770277922009,0,1,0,0,0.0,97681,1,0,1.7040816326530612
+anyporn.com+2023_08_14+0,0,0.180498,0.000766,1,0.17973164932100574,0.18049787657956817,0.0007662272585624419,19,11,1,0,3.0957952550009344,0,1,0,0,0.0,60725,1,0,0.5039370078740157
+aopa.org+2023_08_14+0,0,0.180977,0.001032,1,0.17994491839456508,0.18097656704937592,0.001031648654810851,16,8,1,0,2.5,0,1,0,0,0.0,188135,5,0,1.09375
+apalon.com+2023_08_14+0,0,0.180027,0.012104,1,0.16792254616776917,0.18002691711627095,0.012104370948501777,18,10,1,0,2.9219280948873623,0,1,0,0,0.0,22687,0,0,0.7777777777777778
+apha.org+2023_08_14+0,0,0.185635,0.001235,1,0.18439997100728292,0.18563505055211593,0.0012350795448330186,16,8,1,0,2.75,0,1,0,0,0.0,83271,1,0,0.323943661971831
+api.bz+2023_08_14+0,0,0.202867,0.586889,0,0.3840215281804714,0.5868889988037628,0.20286747062329136,14,6,1,0,2.584962500721156,0,1,0,0,0.0,20214,0,0,10.0
