sample_id,sample_name,label,prob_sn,prob_pg,sn_pg_agreement,sn_pg_diff,max_prob,min_prob,domain_length,n_dots_domain,n_subdomains,domain_entropy,has_ip_address,has_https,domain_digit_ratio,html_length,n_forms,n_password_inputs,n_external_links_ratio
10432,10432_bio-eco-service.kz,0,0.740979,0.02802,0,0.712958149614236,0.740978500317294,0.02802035070305796,18,1,0,3.4613201402110083,0,0,0.0,18919,1,1,0.2777777777777778
10433,10433_bio-eco-service.kz,0,0.77179,0.009311,0,0.7624790960157819,0.7717904908985028,0.00931139488272098,18,1,0,3.4613201402110083,0,0,0.0,15034,1,1,0.25
10590,10590_www.diaocsg.vn,0,0.998402,0.065818,0,0.932583908311878,0.9984017608234066,0.0658178525115286,14,2,1,3.3248629576173574,0,0,0.0,54453,0,0,2.4788732394366195
10591,10591_www.diaocsg.vn,0,0.998786,0.117461,0,0.8813251242650721,0.9987861648971981,0.11746104063212597,14,2,1,3.3248629576173574,0,0,0.0,25876,0,0,2.235294117647059
10592,10592_www.diaocsg.vn,0,0.998931,0.134663,0,0.8642678465370951,0.9989306464124973,0.1346627998754022,14,2,1,3.3248629576173574,0,0,0.0,24398,0,0,2.3548387096774195
10593,10593_www.diaocsg.vn,0,0.999114,0.126286,0,0.8728281067886189,0.9991143573594677,0.12628625057084883,14,2,1,3.3248629576173574,0,0,0.0,23868,0,0,2.2580645161290325
10594,10594_www.diaocsg.vn,0,0.998885,0.015268,0,0.9836168271255649,0.9988849766004029,0.015268149474838061,14,2,1,3.3248629576173574,0,0,0.0,62494,1,0,3.2222222222222223
10595,10595_www.diaocsg.vn,0,0.998468,0.01116,0,0.9873077176617859,0.9984675333811839,0.011159815719397895,14,2,1,3.3248629576173574,0,0,0.0,78754,1,0,3.066666666666667
10606,10606_headgasketwa.com,0,0.218734,0.135212,1,0.0835225932145458,0.2187344885694964,0.1352118953549506,16,1,0,3.577819531114783,0,0,0.0,19426,0,0,1.65
10607,10607_headgasketwa.com,0,0.431881,0.479442,1,0.047561385845489634,0.47944248683613166,0.43188110099064203,16,1,0,3.577819531114783,0,0,0.0,10589,1,0,1.5625
10608,10608_headgasketwa.com,0,0.209203,0.147453,1,0.06175057062042666,0.20920314586099942,0.14745257524057276,16,1,0,3.577819531114783,0,0,0.0,13657,0,0,2.1875
10609,10609_headgasketwa.com,0,0.218734,0.135212,1,0.0835225932145458,0.2187344885694964,0.1352118953549506,16,1,0,3.577819531114783,0,0,0.0,19426,0,0,1.65
10610,10610_headgasketwa.com,0,0.218734,0.135212,1,0.0835225932145458,0.2187344885694964,0.1352118953549506,16,1,0,3.577819531114783,0,0,0.0,19426,0,0,1.65
10611,10611_headgasketwa.com,0,0.218734,0.135212,1,0.08352259145459984,0.21873448680955043,0.1352118953549506,16,1,0,3.577819531114783,0,0,0.0,19426,0,0,1.65
10639,10639_thenightshiftdiet.com,0,0.999946,0.940972,1,0.0589737475554587,0.9999460181237566,0.9409722705682979,25,2,1,3.593269689515107,0,0,0.0,51048,4,0,2.263157894736842
10640,10640_thenightshiftdiet.com,0,0.999986,0.971442,1,0.02854346767904481,0.9999855838198339,0.9714421161407891,25,2,1,3.593269689515107,0,0,0.0,22877,3,0,2.4
10641,10641_thenightshiftdiet.com,0,0.999946,0.940972,1,0.058973747144112965,0.9999460177124109,0.9409722705682979,25,2,1,3.593269689515107,0,0,0.0,51048,4,0,2.263157894736842
10642,10642_thenightshiftdiet.com,0,0.999946,0.940972,1,0.058973747504527,0.9999460180728249,0.9409722705682979,25,2,1,3.593269689515107,0,0,0.0,51048,4,0,2.263157894736842
10643,10643_thenightshiftdiet.com,0,0.999946,0.940972,1,0.05897374745359529,0.9999460180218932,0.9409722705682979,25,2,1,3.593269689515107,0,0,0.0,51048,4,0,2.263157894736842
10644,10644_thenightshiftdiet.com,0,0.999946,0.940972,1,0.05897374730088478,0.9999460178691827,0.9409722705682979,25,2,1,3.593269689515107,0,0,0.0,51048,4,0,2.263157894736842
10657,10657_allasjasaunatila.com,0,0.200399,0.008666,1,0.19173314398618965,0.2003993263513666,0.008666182365176947,20,1,0,3.208694969562842,0,0,0.0,38250,0,0,2.42
10658,10658_allasjasaunatila.com,0,0.218717,0.011046,1,0.2076715086287164,0.21871723258709275,0.011045723958376349,20,1,0,3.208694969562842,0,0,0.0,23595,0,0,2.2413793103448274
10659,10659_allasjasaunatila.com,0,0.211962,0.012079,1,0.19988327404112177,0.21196189421246636,0.012078620171344602,20,1,0,3.208694969562842,0,0,0.0,22410,0,0,2.3846153846153846
10660,10660_allasjasaunatila.com,0,0.225937,0.038092,1,0.18784449598567732,0.2259365602721486,0.038092064286471265,20,1,0,3.208694969562842,0,0,0.0,21387,0,0,3.388888888888889
10661,10661_allasjasaunatila.com,0,0.200399,0.008666,1,0.1917331422365048,0.20039932460168175,0.008666182365176947,20,1,0,3.208694969562842,0,0,0.0,37997,0,0,2.42
10662,10662_allasjasaunatila.com,0,0.224011,0.017638,1,0.20637286243084418,0.22401125427622803,0.017638391845383836,20,1,0,3.208694969562842,0,0,0.0,21261,0,0,3.0
10664,10664_thenightshiftdiet.com,0,0.220831,0.146653,1,0.07417783764874991,0.220831077788191,0.1466532401394411,21,1,0,3.4632805178108104,0,0,0.0,51048,4,0,2.263157894736842
10665,10665_thenightshiftdiet.com,0,0.208221,0.074447,1,0.13377409226109965,0.2082206073860703,0.07444651512497062,21,1,0,3.4632805178108104,0,0,0.0,22877,3,0,2.4
10666,10666_thenightshiftdiet.com,0,0.204805,0.993669,0,0.7888635123635208,0.9936688018700364,0.20480528950651555,21,1,0,3.4632805178108104,0,0,0.0,21234,1,0,10.0
10667,10667_thenightshiftdiet.com,0,0.213821,0.09006,1,0.12376132638346125,0.21382134712521494,0.09006002074175369,21,1,0,3.4632805178108104,0,0,0.0,27393,2,0,2.6923076923076925
10668,10668_thenightshiftdiet.com,0,0.220934,0.192933,1,0.028001785883143143,0.22093437260159754,0.1929325867184544,21,1,0,3.4632805178108104,0,0,0.0,27284,3,0,2.72
10669,10669_thenightshiftdiet.com,0,0.201647,0.038998,1,0.16264920790985038,0.20164746974610415,0.03899826183625377,21,1,0,3.4632805178108104,0,0,0.0,24935,3,0,2.3793103448275863
1076,1076_frontiers.ir,0,0.186571,0.586908,0,0.40033656423199293,0.5869077111658404,0.18657114693384746,12,1,0,3.0220552088742005,0,0,0.0,38102,1,0,1.5
1077,1077_frontiers.ir,0,0.18831,0.767274,0,0.5789643241577128,0.7672738485740866,0.18830952441637383,12,1,0,3.0220552088742005,0,0,0.0,29237,1,0,1.9142857142857144
1078,1078_frontiers.ir,0,0.186571,0.586908,0,0.40033656509981275,0.5869077111658404,0.18657114606602765,12,1,0,3.0220552088742005,0,0,0.0,38102,1,0,1.5
1079,1079_frontiers.ir,0,0.187285,0.614458,0,0.4271733283542739,0.6144583387635941,0.18728501040932022,12,1,0,3.0220552088742005,0,0,0.0,31255,1,0,1.8611111111111112
1080,1080_frontiers.ir,0,0.187245,0.648132,0,0.4608866837114348,0.6481321367858975,0.18724545307446272,12,1,0,3.0220552088742005,0,0,0.0,34109,1,0,1.9142857142857144
1081,1081_frontiers.ir,0,0.187234,0.664435,0,0.47720099583155895,0.6644349941516703,0.18723399832011134,12,1,0,3.0220552088742005,0,0,0.0,31640,1,0,1.9142857142857144
10940,10940_www.diaocsg.vn,0,0.998402,0.065818,0,0.9325839065230934,0.998401759034622,0.0658178525115286,14,2,1,3.3248629576173574,0,0,0.0,54844,0,0,2.4788732394366195
10941,10941_www.diaocsg.vn,0,0.998786,0.117461,0,0.8813251230818147,0.9987861637139406,0.11746104063212597,14,2,1,3.3248629576173574,0,0,0.0,25876,0,0,2.235294117647059
10942,10942_www.diaocsg.vn,0,0.998931,0.134663,0,0.8642678470027564,0.9989306468781586,0.1346627998754022,14,2,1,3.3248629576173574,0,0,0.0,24398,0,0,2.3548387096774195
10943,10943_www.diaocsg.vn,0,0.999114,0.126286,0,0.8728281074871108,0.9991143580579597,0.12628625057084883,14,2,1,3.3248629576173574,0,0,0.0,23868,0,0,2.2580645161290325
10944,10944_www.diaocsg.vn,0,0.998885,0.015268,0,0.9836168269539249,0.998884976428763,0.015268149474838061,14,2,1,3.3248629576173574,0,0,0.0,62494,1,0,3.2222222222222223
10945,10945_www.diaocsg.vn,0,0.998468,0.01116,0,0.9873077203393383,0.9984675360587363,0.011159815719397895,14,2,1,3.3248629576173574,0,0,0.0,78754,1,0,3.066666666666667
1095,1095_www.ccplima.org,0,0.999288,0.004318,0,0.9949699687779966,0.9992878611855195,0.004317892407522948,15,2,1,3.32323142879762,0,0,0.0,153506,1,0,1.1710526315789473
1096,1096_www.ccplima.org,0,0.999288,0.004318,0,0.9949699684794786,0.9992878608870015,0.004317892407522948,15,2,1,3.32323142879762,0,0,0.0,153590,1,0,1.1710526315789473
10961,10961_osloflagg.no,0,0.180475,0.006537,1,0.17393851433119656,0.18047508964244163,0.006536575311245063,12,1,0,2.8553885422075336,0,0,0.0,6539,0,0,0.4583333333333333
10962,10962_osloflagg.no,0,0.180475,0.006537,1,0.17393851475932964,0.18047509007057472,0.006536575311245063,12,1,0,2.8553885422075336,0,0,0.0,6539,0,0,0.4583333333333333
10963,10963_osloflagg.no,0,0.464453,0.421692,1,0.04276190626783827,0.4644534529288826,0.42169154666104436,12,1,0,2.8553885422075336,0,0,0.0,15371,1,0,0.3
10964,10964_osloflagg.no,0,0.209109,0.064408,1,0.144701217062843,0.20910923291054784,0.06440801584770484,12,1,0,2.8553885422075336,0,0,0.0,6162,0,0,0.2
10965,10965_osloflagg.no,0,0.20593,0.061618,1,0.1443116101353414,0.2059299281204372,0.06161831798509579,12,1,0,2.8553885422075336,0,0,0.0,5063,0,0,0.2
10966,10966_osloflagg.no,0,0.181802,0.035242,1,0.146559323681439,0.18180154629105583,0.03524222260961681,12,1,0,2.8553885422075336,0,0,0.0,7742,0,0,0.2
1097,1097_www.ccplima.org,0,0.99618,0.001552,0,0.9946279773824073,0.9961799895113651,0.0015520121289577982,15,2,1,3.32323142879762,0,0,0.0,134832,1,0,1.0809523809523809
1098,1098_www.ccplima.org,0,0.996462,0.001818,0,0.9946438519224952,0.99646165368459,0.0018178017620948477,15,2,1,3.32323142879762,0,0,0.0,137924,1,0,1.0817307692307692
1099,1099_www.ccplima.org,0,0.99618,0.001558,0,0.9946215958078104,0.9961799931977199,0.0015583973899095088,15,2,1,3.32323142879762,0,0,0.0,135846,1,0,1.0809523809523809
1100,1100_www.ccplima.org,0,0.996481,0.00188,0,0.9946006318704176,0.9964809430190915,0.001880311148673935,15,2,1,3.32323142879762,0,0,0.0,135068,1,0,1.0817307692307692
1134,1134_streetly.academy,0,0.177878,0.004036,1,0.17384213992825845,0.1778778127204429,0.004035672792184448,16,1,0,3.327819531114783,0,0,0.0,77803,1,0,2.493333333333333
1135,1135_streetly.academy,0,0.178483,0.003637,1,0.17484658231950082,0.17848341035502835,0.003636828035527543,16,1,0,3.327819531114783,0,0,0.0,65232,2,0,2.230769230769231
1136,1136_streetly.academy,0,0.178751,0.004892,1,0.17385943026926656,0.17875097804442808,0.004891547775161516,16,1,0,3.327819531114783,0,0,0.0,64281,2,0,2.1794871794871793
1137,1137_streetly.academy,0,0.178649,0.004676,1,0.17397218896517658,0.17864851084265587,0.004676321877479281,16,1,0,3.327819531114783,0,0,0.0,71740,2,0,2.161290322580645
1138,1138_streetly.academy,0,0.881933,0.939186,1,0.05725369437364214,0.9391863894347242,0.8819326950610821,16,1,0,3.327819531114783,0,0,0.0,2105,0,0,4.0
1139,1139_streetly.academy,0,0.178601,0.003239,1,0.17536173275864336,0.17860091886294294,0.0032391861042995683,16,1,0,3.327819531114783,0,0,0.0,68154,2,0,2.207792207792208
11531,11531_zarabjajwinternecie.eu,0,0.17922,0.006867,1,0.17235262334301124,0.1792197601559098,0.006867136812898553,22,1,0,3.5160276412662297,0,0,0.0,46098,1,0,1.4365079365079365
11532,11532_zarabjajwinternecie.eu,0,0.179319,0.006731,1,0.17258844505001428,0.1793191464857764,0.006730701435762139,22,1,0,3.5160276412662297,0,0,0.0,45229,1,0,1.4365079365079365
11533,11533_zarabjajwinternecie.eu,0,0.18616,0.017224,1,0.16893579835907502,0.18616009271114464,0.017224294352069628,22,1,0,3.5160276412662297,0,0,0.0,31469,2,0,2.9
11534,11534_zarabjajwinternecie.eu,0,0.18132,0.006094,1,0.17522601303066412,0.18132022490794486,0.006094211877280726,22,1,0,3.5160276412662297,0,0,0.0,41374,1,0,3.3636363636363638
11535,11535_zarabjajwinternecie.eu,0,0.184962,0.00826,1,0.17670275479837996,0.1849624643126322,0.008259709514252233,22,1,0,3.5160276412662297,0,0,0.0,33997,2,0,2.9285714285714284
11536,11536_zarabjajwinternecie.eu,0,0.180629,0.010537,1,0.17009288382653046,0.18062948784195498,0.010536604015424523,22,1,0,3.5160276412662297,0,0,0.0,33831,1,0,1.6385542168674698
11707,11707_spestv.pl,0,0.180549,0.003507,1,0.17704249851768436,0.18054904476482359,0.003506546247139225,9,1,0,2.725480556997868,0,0,0.0,34280,0,0,1.7619047619047619
11708,11708_spestv.pl,0,0.180571,0.004666,1,0.17590545556158976,0.18057100730534215,0.004665551743752382,9,1,0,2.725480556997868,0,0,0.0,33995,0,0,1.6705882352941177
11709,11709_spestv.pl,0,0.183053,0.005049,1,0.17800378562264027,0.18305289287426563,0.005049107251625345,9,1,0,2.725480556997868,0,0,0.0,24504,1,0,2.06
11710,11710_spestv.pl,0,0.183053,0.005049,1,0.17800378562264027,0.18305289287426563,0.005049107251625345,9,1,0,2.725480556997868,0,0,0.0,24904,1,0,2.06
11711,11711_spestv.pl,0,0.180441,0.004625,1,0.1758166829175624,0.18044143939702795,0.004624756479465565,9,1,0,2.725480556997868,0,0,0.0,34488,0,0,1.6551724137931034
11712,11712_spestv.pl,0,0.183053,0.005049,1,0.17800378605322106,0.18305289330484642,0.005049107251625345,9,1,0,2.725480556997868,0,0,0.0,24461,1,0,2.06
11756,11756_luxmura.net,0,0.17899,0.001571,1,0.17741918774260287,0.1789900380240136,0.001570850281410716,11,1,0,3.2776134368191165,0,0,0.0,120910,1,0,0.348780487804878
11757,11757_luxmura.net,0,0.254883,0.00065,1,0.25423313714627654,0.25488312361537935,0.0006499864691027963,11,1,0,3.2776134368191165,0,0,0.0,98763,1,0,0.336734693877551
11758,11758_luxmura.net,0,0.255805,0.000615,1,0.2551896202275134,0.2558048871971996,0.0006152669696862347,11,1,0,3.2776134368191165,0,0,0.0,98741,1,0,0.3333333333333333
11877,11877_sindeepres.org.br,0,0.181591,0.003218,1,0.17837361713747013,0.18159134966733148,0.003217732529861356,17,2,1,3.2927701939369904,0,0,0.0,276875,0,0,0.9243243243243243
11878,11878_sindeepres.org.br,0,0.179403,0.002256,1,0.1771472768524782,0.17940305774903975,0.002255780896561559,17,2,1,3.2927701939369904,0,0,0.0,61798,0,0,2.0
11879,11879_sindeepres.org.br,0,0.179538,0.00239,1,0.17714777446688143,0.17953824409846342,0.0023904696315819973,17,2,1,3.2927701939369904,0,0,0.0,67385,0,0,2.0526315789473686
11880,11880_sindeepres.org.br,0,0.179439,0.002087,1,0.17735183758078268,0.17943926544930955,0.0020874278685268743,17,2,1,3.2927701939369904,0,0,0.0,57803,0,0,2.054054054054054
11881,11881_sindeepres.org.br,0,0.179344,0.002149,1,0.1771945873852009,0.17934350716836434,0.0021489197831634096,17,2,1,3.2927701939369904,0,0,0.0,59085,0,0,2.111111111111111
11882,11882_sindeepres.org.br,0,0.179359,0.002201,1,0.1771575901027568,0.1793589599376536,0.0022013698348967974,17,2,1,3.2927701939369904,0,0,0.0,59342,0,0,2.111111111111111
11884,11884_www.coorgjunglecamp.com,0,1.0,0.044054,0,0.9559461365703014,0.99999990379825,0.044053767227948654,23,2,1,3.6424896731661263,0,0,0.0,7699,0,0,0.45454545454545453
11885,11885_www.coorgjunglecamp.com,0,1.0,0.012727,0,0.9872722322397104,0.9999995750840734,0.012727342844363021,23,2,1,3.6424896731661263,0,0,0.0,10998,0,0,0.5
11886,11886_www.coorgjunglecamp.com,0,1.0,0.044054,0,0.9559461397172243,0.9999999069451729,0.044053767227948654,23,2,1,3.6424896731661263,0,0,0.0,7653,0,0,0.45454545454545453
11887,11887_www.coorgjunglecamp.com,0,1.0,0.185871,0,0.8141287631137611,0.9999999938401477,0.1858712307263866,23,2,1,3.6424896731661263,0,0,0.0,9805,1,0,0.5454545454545454
11888,11888_www.coorgjunglecamp.com,0,1.0,0.054291,0,0.9457092936911742,0.9999998365678829,0.05429054287670873,23,2,1,3.6424896731661263,0,0,0.0,8981,0,0,0.45454545454545453
11889,11889_www.coorgjunglecamp.com,0,1.0,0.020716,0,0.9792836283225012,0.9999997716195793,0.020716143297078205,23,2,1,3.6424896731661263,0,0,0.0,8834,0,0,0.45454545454545453
11891,11891_www.coorgjunglecamp.com,0,1.0,0.044054,0,0.9559461397172243,0.9999999069451729,0.044053767227948654,23,2,1,3.6424896731661263,0,0,0.0,7653,0,0,0.45454545454545453
11892,11892_www.coorgjunglecamp.com,0,1.0,0.012727,0,0.9872722322397104,0.9999995750840734,0.012727342844363021,23,2,1,3.6424896731661263,0,0,0.0,10998,0,0,0.5
11893,11893_www.coorgjunglecamp.com,0,1.0,0.044054,0,0.9559461397169542,0.9999999069449028,0.044053767227948654,23,2,1,3.6424896731661263,0,0,0.0,7653,0,0,0.45454545454545453
11894,11894_www.coorgjunglecamp.com,0,1.0,0.185871,0,0.8141287631137496,0.9999999938401362,0.1858712307263866,23,2,1,3.6424896731661263,0,0,0.0,9805,1,0,0.5454545454545454
11895,11895_www.coorgjunglecamp.com,0,1.0,0.054291,0,0.9457092936911752,0.9999998365678839,0.05429054287670873,23,2,1,3.6424896731661263,0,0,0.0,8981,0,0,0.45454545454545453
11896,11896_www.coorgjunglecamp.com,0,1.0,0.020716,0,0.9792836283209797,0.9999997716180579,0.020716143297078205,23,2,1,3.6424896731661263,0,0,0.0,8834,0,0,0.45454545454545453
11898,11898_www.coorgjunglecamp.com,0,1.0,0.044054,0,0.9559461397168686,0.9999999069448172,0.044053767227948654,23,2,1,3.6424896731661263,0,0,0.0,7653,0,0,0.45454545454545453
11899,11899_www.coorgjunglecamp.com,0,1.0,0.012727,0,0.987272232238914,0.9999995750832771,0.012727342844363021,23,2,1,3.6424896731661263,0,0,0.0,10998,0,0,0.5
11900,11900_www.coorgjunglecamp.com,0,1.0,0.044054,0,0.9559461397170466,0.9999999069449952,0.044053767227948654,23,2,1,3.6424896731661263,0,0,0.0,7653,0,0,0.45454545454545453
11901,11901_www.coorgjunglecamp.com,0,1.0,0.185871,0,0.8141287631137847,0.9999999938401712,0.1858712307263866,23,2,1,3.6424896731661263,0,0,0.0,9805,1,0,0.5454545454545454
11902,11902_www.coorgjunglecamp.com,0,1.0,0.054291,0,0.9457092936911742,0.9999998365678829,0.05429054287670873,23,2,1,3.6424896731661263,0,0,0.0,8981,0,0,0.45454545454545453
11903,11903_www.coorgjunglecamp.com,0,1.0,0.020716,0,0.9792836283222875,0.9999997716193657,0.020716143297078205,23,2,1,3.6424896731661263,0,0,0.0,8834,0,0,0.45454545454545453
12060,12060_bwclocks.co.uk,0,0.187502,0.041237,1,0.1462648064781479,0.18750220041189958,0.04123739393375168,14,2,1,3.039148671903071,0,0,0.0,9152,0,0,0.375
12061,12061_bwclocks.co.uk,0,0.182611,0.037755,1,0.14485626258929205,0.182610789322585,0.03775452673329297,14,2,1,3.039148671903071,0,0,0.0,7328,0,0,0.42857142857142855
12062,12062_bwclocks.co.uk,0,0.183019,0.056462,1,0.12655689309904922,0.18301883483998238,0.05646194174093317,14,2,1,3.039148671903071,0,0,0.0,7138,0,0,0.42857142857142855
12063,12063_bwclocks.co.uk,0,0.190764,0.068697,1,0.1220673419064772,0.19076397069328488,0.06869662878680768,14,2,1,3.039148671903071,0,0,0.0,9501,0,0,0.42857142857142855
12065,12065_bwclocks.co.uk,0,0.187502,0.041237,1,0.14626480821178958,0.18750220214554125,0.04123739393375168,14,2,1,3.039148671903071,0,0,0.0,9152,0,0,0.375
12078,12078_www.natoa.org,0,0.984375,0.003669,0,0.9807062093700306,0.9843749865846226,0.0036687772145919686,13,2,1,2.873140679513133,0,1,0.0,61727,0,0,0.9761904761904762
12079,12079_www.natoa.org,0,0.982565,0.007846,0,0.9747197565526626,0.9825654029247084,0.007845646372045741,13,2,1,2.873140679513133,0,1,0.0,49364,0,0,1.004201680672269
12080,12080_www.natoa.org,0,0.982565,0.007846,0,0.9747197565526626,0.9825654029247084,0.007845646372045741,13,2,1,2.873140679513133,0,1,0.0,49364,0,0,1.004201680672269
12081,12081_www.natoa.org,0,0.982565,0.007846,0,0.9747197143416858,0.9825653607137316,0.007845646372045741,13,2,1,2.873140679513133,0,1,0.0,49364,0,0,1.004201680672269
12082,12082_www.natoa.org,0,0.984228,0.009794,0,0.9744337811382782,0.9842280794906398,0.009794298352361668,13,2,1,2.873140679513133,0,1,0.0,45994,0,0,0.9957264957264957
12083,12083_www.natoa.org,0,0.983688,0.016105,0,0.9675829516323537,0.9836875675591765,0.016104615926822777,13,2,1,2.873140679513133,0,1,0.0,50051,0,0,0.9913793103448276
12085,12085_www.piswroclaw.pl,0,0.999722,0.017279,0,0.9824431193677342,0.9997220105890262,0.01727889122129195,17,2,1,3.051601636871704,0,0,0.0,76666,1,0,0.07446808510638298
12087,12087_www.piswroclaw.pl,0,0.999834,0.021155,0,0.9786795121343576,0.9998343842077664,0.021154872073408874,17,2,1,3.051601636871704,0,0,0.0,63911,1,0,0.06763285024154589
12088,12088_www.piswroclaw.pl,0,0.999831,0.020847,0,0.9789841830786516,0.9998313878827466,0.020847204804094938,17,2,1,3.051601636871704,0,0,0.0,64067,1,0,0.06763285024154589
12089,12089_www.piswroclaw.pl,0,0.999792,0.020347,0,0.9794452673909921,0.9997923635481191,0.020347096157126928,17,2,1,3.051601636871704,0,0,0.0,65902,1,0,0.10945273631840796
12090,12090_www.piswroclaw.pl,0,0.999823,0.026087,0,0.9737355883438461,0.9998229934193674,0.026087405075521288,17,2,1,3.051601636871704,0,0,0.0,68388,1,0,0.06698564593301436
12136,12136_www.all-pro-restoration.com,0,0.99999,0.563862,1,0.4361276982106186,0.9999900571989235,0.563862358988305,27,2,1,3.7360069464476573,0,0,0.0,147273,1,0,0.9122231337161608
12137,12137_www.all-pro-restoration.com,0,1.0,0.665942,1,0.3340581384646498,0.9999999122259997,0.6659417737613499,27,2,1,3.7360069464476573,0,0,0.0,65366,2,0,0.8474178403755869
12138,12138_www.all-pro-restoration.com,0,0.999988,0.170065,0,0.8299229887580732,0.9999880995886781,0.17006511083060485,27,2,1,3.7360069464476573,0,0,0.0,155577,1,0,2.381057268722467
12139,12139_www.all-pro-restoration.com,0,0.99999,0.563862,1,0.4361276982106186,0.9999900571989235,0.563862358988305,27,2,1,3.7360069464476573,0,0,0.0,147273,1,0,0.9122231337161608
12140,12140_www.all-pro-restoration.com,0,0.999994,0.084013,0,0.9159805764499916,0.9999935188442335,0.08401294239424188,27,2,1,3.7360069464476573,0,0,0.0,65342,1,0,0.8295454545454546
12325,12325_None,0,0.999991,0.186503,0,0.8134879795673788,0.9999907496411761,0.18650277007379726,13,3,2,2.449311833026446,1,0,0.7692307692307693,6318,0,0,0.6363636363636364
12327,12327_None,0,0.999849,0.067287,0,0.9325618968684283,0.9998490638702756,0.0672871670018473,13,3,2,2.449311833026446,1,0,0.7692307692307693,8180,0,0,0.14893617021276595
12328,12328_None,0,0.999998,0.443046,0,0.556952619118132,0.999998313662682,0.44304569454454995,13,3,2,2.449311833026446,1,0,0.7692307692307693,3508,1,0,1.0
12329,12329_None,0,0.999991,0.186503,0,0.8134879795673788,0.9999907496411761,0.18650277007379726,13,3,2,2.449311833026446,1,0,0.7692307692307693,6318,0,0,0.6363636363636364
12330,12330_None,0,0.997865,0.049893,0,0.9479716425385594,0.9978649032177727,0.049893260679213236,13,3,2,2.449311833026446,1,0,0.7692307692307693,47659,0,0,1.1538461538461537
12424,12424_joy-peace.com,0,0.21117,0.006389,1,0.2047803857251464,0.21116980120832274,0.006389415483176331,13,1,0,3.238901256602631,0,0,0.0,21786,1,0,0.6333333333333333
12425,12425_joy-peace.com,0,0.18703,0.009238,1,0.17779185396623395,0.18702999490254868,0.009238140936314724,13,1,0,3.238901256602631,0,0,0.0,20354,1,0,0.46
12426,12426_joy-peace.com,0,0.192184,0.002704,1,0.1894800881019434,0.19218390207972957,0.002703813977786194,13,1,0,3.238901256602631,0,0,0.0,34178,1,0,0.46
