mode,sid,round,label_llm,gt,correct,weight
off,2643,5,0,0,1,1.0
off,3088,5,0,0,1,1.0
off,3457,5,0,0,1,1.0
off,4503,5,0,0,1,1.0
off,3347,5,0,0,1,1.0
off,4751,5,0,0,1,1.0
off,3504,5,0,0,1,1.0
off,3619,5,0,0,1,1.0
off,3880,5,0,0,1,1.0
off,3878,5,0,0,1,1.0
off,3227,5,0,0,1,1.0
off,3410,5,0,0,1,1.0
off,2743,5,0,0,1,1.0
off,2773,6,0,0,1,1.0
off,4053,6,0,0,1,1.0
off,3256,6,0,0,1,1.0
off,3408,6,0,0,1,1.0
off,2802,6,0,0,1,1.0
off,3464,6,0,0,1,1.0
off,3738,6,0,0,1,1.0
off,2580,6,0,0,1,1.0
off,3273,6,0,0,1,1.0
off,2720,6,0,0,1,1.0
off,3470,6,0,0,1,1.0
off,3926,6,0,0,1,1.0
off,3649,6,0,0,1,1.0
off,4254,6,0,0,1,1.0
off,3568,6,0,0,1,1.0
off,4063,6,0,0,1,1.0
off,3463,6,0,0,1,1.0
off,2874,6,0,0,1,1.0
off,3551,6,0,0,1,1.0
off,2644,6,0,0,1,1.0
off,2741,6,0,0,1,1.0
off,3657,6,0,0,1,1.0
off,3764,6,0,0,1,1.0
off,4255,6,0,0,1,1.0
off,3223,6,0,0,1,1.0
off,3817,6,0,0,1,1.0
off,2751,6,0,0,1,1.0
off,2753,6,0,0,1,1.0
off,4930,6,0,0,1,1.0
off,4294,6,0,0,1,1.0
off,4343,6,0,0,1,1.0
off,3290,6,0,0,1,1.0
off,3382,6,0,0,1,1.0
off,4126,6,0,0,1,1.0
off,2781,6,0,0,1,1.0
off,4906,6,0,0,1,1.0
off,4307,6,0,0,1,1.0
off,2514,6,0,0,1,1.0
off,4012,6,0,0,1,1.0
off,3312,6,0,0,1,1.0
off,3548,6,0,0,1,1.0
off,3899,6,0,0,1,1.0
off,3100,6,0,0,1,1.0
off,2779,6,0,0,1,1.0
off,3635,6,0,0,1,1.0
off,2768,6,0,0,1,1.0
off,3874,6,0,0,1,1.0
off,4732,6,0,0,1,1.0
off,3589,6,0,0,1,1.0
off,4486,6,0,0,1,1.0
off,3225,7,0,0,1,1.0
off,2906,7,0,0,1,1.0
off,3708,7,0,0,1,1.0
off,4055,7,0,0,1,1.0
off,4582,7,0,0,1,1.0
off,4146,7,0,0,1,1.0
off,3978,7,0,0,1,1.0
off,4792,7,0,0,1,1.0
off,3625,7,0,0,1,1.0
off,4706,7,0,0,1,1.0
off,4162,7,0,0,1,1.0
off,3444,7,0,0,1,1.0
off,2709,7,0,0,1,1.0
off,2844,7,0,0,1,1.0
off,3843,7,0,0,1,1.0
off,4270,7,0,0,1,1.0
off,3020,7,0,0,1,1.0
off,3588,7,0,0,1,1.0
off,3826,7,0,0,1,1.0
off,4419,7,0,0,1,1.0
off,2739,7,0,0,1,1.0
off,3411,7,0,0,1,1.0
off,4994,7,0,0,1,1.0
off,2789,7,0,0,1,1.0
off,4767,7,0,0,1,1.0
off,2639,7,0,0,1,1.0
off,3979,7,0,0,1,1.0
off,2659,7,0,0,1,1.0
off,4766,7,0,0,1,1.0
off,3595,7,0,0,1,1.0
off,4163,7,0,0,1,1.0
off,4913,7,0,0,1,1.0
off,4700,7,0,0,1,1.0
off,4367,7,0,0,1,1.0
off,4100,7,0,0,1,1.0
off,2948,7,0,0,1,1.0
off,4523,7,0,0,1,1.0
off,4682,7,0,0,1,1.0
off,4081,7,0,0,1,1.0
off,2893,7,0,0,1,1.0
off,4845,7,0,0,1,1.0
off,4225,7,0,0,1,1.0
off,4984,7,0,0,1,1.0
off,4152,7,0,0,1,1.0
off,4274,7,0,0,1,1.0
off,4173,7,0,0,1,1.0
off,90,7,1,1,1,1.0
off,2523,7,0,0,1,1.0
off,3572,7,0,0,1,1.0
off,4623,7,0,0,1,1.0
off,54,8,0,1,0,1.0
off,489,8,1,1,1,1.0
off,3505,8,0,0,1,1.0
off,4454,8,0,0,1,1.0
off,3430,8,0,0,1,1.0
off,3728,8,0,0,1,1.0
off,3096,8,0,0,1,1.0
off,3870,8,0,0,1,1.0
off,3182,8,0,0,1,1.0
off,4597,8,0,0,1,1.0
off,4059,8,0,0,1,1.0
off,1119,8,0,1,0,1.0
off,3042,8,0,0,1,1.0
off,2884,8,0,0,1,1.0
off,3356,8,0,0,1,1.0
off,4562,8,0,0,1,1.0
off,553,8,1,1,1,1.0
off,4519,8,0,0,1,1.0
off,4266,8,0,0,1,1.0
off,3284,8,0,0,1,1.0
off,4183,8,0,0,1,1.0
off,3445,8,0,0,1,1.0
off,2931,8,0,0,1,1.0
off,3134,8,0,0,1,1.0
off,2813,8,0,0,1,1.0
off,4331,8,0,0,1,1.0
off,3054,8,0,0,1,1.0
off,3212,8,0,0,1,1.0
off,2712,8,0,0,1,1.0
off,4436,8,0,0,1,1.0
off,4184,8,0,0,1,1.0
off,4917,8,0,0,1,1.0
off,3259,8,0,0,1,1.0
off,2495,8,0,1,0,1.0
off,3156,8,0,0,1,1.0
off,3373,8,0,0,1,1.0
off,2689,8,0,0,1,1.0
off,3377,8,0,0,1,1.0
off,2533,8,0,0,1,1.0
off,4694,8,0,0,1,1.0
off,3862,8,0,0,1,1.0
off,2850,8,0,0,1,1.0
off,2516,8,1,0,0,1.0
off,4392,8,0,0,1,1.0
off,4721,8,0,0,1,1.0
off,2777,8,0,0,1,1.0
off,3753,8,0,0,1,1.0
off,2950,8,0,0,1,1.0
off,3988,8,0,0,1,1.0
off,3059,8,1,0,0,1.0
off,3425,9,0,0,1,1.0
off,4330,9,0,0,1,1.0
off,3224,9,0,0,1,1.0
off,4427,9,0,0,1,1.0
off,2828,9,0,0,1,1.0
off,3740,9,0,0,1,1.0
off,3104,9,0,0,1,1.0
off,4761,9,0,0,1,1.0
off,3944,9,0,0,1,1.0
off,3322,9,0,0,1,1.0
off,2663,9,0,0,1,1.0
off,4220,9,0,0,1,1.0
off,3216,9,0,0,1,1.0
off,3975,9,0,0,1,1.0
off,2971,9,0,0,1,1.0
off,4667,9,0,0,1,1.0
off,3835,9,0,0,1,1.0
off,3906,9,0,0,1,1.0
off,3476,9,0,0,1,1.0
off,4386,9,0,0,1,1.0
off,2530,9,0,0,1,1.0
off,4654,9,0,0,1,1.0
off,4207,9,0,0,1,1.0
off,3959,9,0,0,1,1.0
off,3276,9,0,0,1,1.0
off,3391,9,0,0,1,1.0
off,4954,9,0,0,1,1.0
off,3418,9,0,0,1,1.0
off,4469,9,0,0,1,1.0
off,3125,9,0,0,1,1.0
off,3947,9,0,0,1,1.0
off,3808,9,0,0,1,1.0
off,2651,9,0,0,1,1.0
off,4607,9,0,0,1,1.0
off,4894,9,0,0,1,1.0
off,2252,9,0,1,0,1.0
off,3214,9,0,0,1,1.0
off,4218,9,0,0,1,1.0
off,3011,9,0,0,1,1.0
off,4433,9,0,0,1,1.0
off,3235,9,0,0,1,1.0
off,4216,9,0,0,1,1.0
off,3656,9,0,0,1,1.0
off,4314,9,0,0,1,1.0
off,3316,9,0,0,1,1.0
off,4348,9,0,0,1,1.0
off,4208,9,0,0,1,1.0
off,4858,9,0,0,1,1.0
off,2824,9,0,0,1,1.0
off,4832,9,0,0,1,1.0
off,1797,10,1,1,1,1.0
off,4610,10,0,0,1,1.0
off,1656,10,1,1,1,1.0
off,3310,10,0,0,1,1.0
off,4618,10,0,0,1,1.0
off,4426,10,0,0,1,1.0
off,2608,10,0,0,1,1.0
off,3335,10,0,0,1,1.0
off,4178,10,0,0,1,1.0
off,3938,10,0,0,1,1.0
off,4880,10,0,0,1,1.0
off,4478,10,0,0,1,1.0
off,4636,10,0,0,1,1.0
off,3691,10,0,0,1,1.0
off,3521,10,0,0,1,1.0
off,2539,10,0,0,1,1.0
off,4571,10,0,0,1,1.0
off,3755,10,0,0,1,1.0
off,3219,10,0,0,1,1.0
off,663,10,1,1,1,1.0
off,4992,10,0,0,1,1.0
off,4462,10,0,0,1,1.0
off,2674,10,0,0,1,1.0
off,4638,10,0,0,1,1.0
off,3074,10,0,0,1,1.0
off,2508,10,0,0,1,1.0
off,4200,10,0,0,1,1.0
off,4857,10,0,0,1,1.0
off,3000,10,0,0,1,1.0
off,2897,10,0,0,1,1.0
off,2526,10,0,0,1,1.0
off,3469,10,0,0,1,1.0
off,2840,10,0,0,1,1.0
off,2865,10,0,0,1,1.0
off,4370,10,0,0,1,1.0
off,4217,10,0,0,1,1.0
off,4148,10,0,0,1,1.0
off,23,10,1,1,1,1.0
off,4342,10,0,0,1,1.0
off,2790,10,0,0,1,1.0
off,4657,10,0,0,1,1.0
off,4485,10,0,0,1,1.0
off,4782,10,0,0,1,1.0
off,3692,10,0,0,1,1.0
off,4439,10,0,0,1,1.0
off,4085,10,0,0,1,1.0
off,3141,10,0,0,1,1.0
off,4513,10,0,0,1,1.0
off,1849,10,1,1,1,1.0
off,2065,10,1,1,1,1.0
off,2575,11,0,0,1,1.0
off,1317,11,1,1,1,1.0
off,967,11,1,1,1,1.0
off,1258,11,0,1,0,1.0
off,1918,11,0,1,0,1.0
off,1278,11,1,1,1,1.0
off,4492,11,0,0,1,1.0
off,1664,11,0,1,0,1.0
off,3105,11,0,0,1,1.0
off,2511,11,0,0,1,1.0
off,4410,11,0,0,1,1.0
off,3139,11,0,0,1,1.0
off,3176,11,0,0,1,1.0
off,4309,11,0,0,1,1.0
off,2966,11,0,0,1,1.0
off,4404,11,0,0,1,1.0
off,3173,11,0,0,1,1.0
off,3168,11,0,0,1,1.0
off,2836,11,0,0,1,1.0
off,4671,11,0,0,1,1.0
off,3892,11,0,0,1,1.0
off,1139,11,0,1,0,1.0
off,3714,11,0,0,1,1.0
off,3825,11,0,0,1,1.0
off,2043,11,0,1,0,1.0
off,3884,11,0,0,1,1.0
off,4625,11,0,0,1,1.0
off,3703,11,0,0,1,1.0
off,3908,11,0,0,1,1.0
off,3506,11,0,0,1,1.0
off,3723,11,0,0,1,1.0
off,4354,11,0,0,1,1.0
off,4888,11,0,0,1,1.0
off,3952,11,0,0,1,1.0
off,4641,11,0,0,1,1.0
off,2618,11,0,0,1,1.0
off,3414,11,0,0,1,1.0
off,4953,11,0,0,1,1.0
off,3348,11,0,0,1,1.0
off,3500,11,0,0,1,1.0
off,2683,11,0,0,1,1.0
off,4855,11,0,0,1,1.0
off,1944,11,1,1,1,1.0
off,1814,11,0,1,0,1.0
off,2630,11,0,0,1,1.0
off,3461,11,0,0,1,1.0
off,4093,11,0,0,1,1.0
off,3496,11,0,0,1,1.0
off,3407,11,0,0,1,1.0
off,583,11,1,1,1,1.0
off,2108,12,0,1,0,1.0
off,1229,12,1,1,1,1.0
off,3077,12,0,0,1,1.0
off,3532,12,0,0,1,1.0
off,3660,12,0,0,1,1.0
off,1510,12,0,1,0,1.0
off,929,12,0,1,0,1.0
off,2164,12,1,1,1,1.0
off,3661,12,0,0,1,1.0
off,4124,12,0,0,1,1.0
off,2517,12,0,0,1,1.0
off,4048,12,0,0,1,1.0
off,181,12,1,1,1,1.0
off,4123,12,0,0,1,1.0
off,1494,12,1,1,1,1.0
off,3659,12,0,0,1,1.0
off,4555,12,0,0,1,1.0
off,3673,12,0,0,1,1.0
off,4356,12,0,0,1,1.0
off,3751,12,0,0,1,1.0
off,4678,12,0,0,1,1.0
off,3523,12,0,0,1,1.0
off,4536,12,0,0,1,1.0
off,4042,12,0,0,1,1.0
off,2669,12,0,0,1,1.0
off,2934,12,0,0,1,1.0
off,3201,12,0,0,1,1.0
off,3288,12,0,0,1,1.0
off,3803,12,0,0,1,1.0
off,3489,12,0,0,1,1.0
off,2928,12,0,0,1,1.0
off,3248,12,0,0,1,1.0
off,4748,12,0,0,1,1.0
off,4714,12,0,0,1,1.0
off,2614,12,0,0,1,1.0
off,4175,12,0,0,1,1.0
off,2287,12,1,1,1,1.0
off,3030,12,0,0,1,1.0
off,3644,12,0,0,1,1.0
off,2691,12,0,0,1,1.0
off,4047,12,0,0,1,1.0
off,2778,12,0,0,1,1.0
off,700,12,1,1,1,1.0
off,2476,12,0,1,0,1.0
off,4182,12,0,0,1,1.0
off,1113,12,1,1,1,1.0
off,3389,12,0,0,1,1.0
off,3586,12,0,0,1,1.0
off,3977,12,0,0,1,1.0
off,1330,12,1,1,1,1.0
off,415,13,0,1,0,1.0
off,1097,13,1,1,1,1.0
off,397,13,1,1,1,1.0
off,3066,13,0,0,1,1.0
off,1365,13,0,1,0,1.0
off,3798,13,0,0,1,1.0
off,2409,13,1,1,1,1.0
off,4394,13,0,0,1,1.0
off,4441,13,0,0,1,1.0
off,2945,13,0,0,1,1.0
off,736,13,1,1,1,1.0
off,933,13,0,1,0,1.0
off,2866,13,0,0,1,1.0
off,2814,13,0,0,1,1.0
off,4292,13,0,0,1,1.0
off,2166,13,0,1,0,1.0
off,552,13,0,1,0,1.0
off,4795,13,0,0,1,1.0
off,2993,13,0,0,1,1.0
off,250,13,0,1,0,1.0
off,2699,13,0,0,1,1.0
off,4226,13,0,0,1,1.0
off,2750,13,0,0,1,1.0
off,2535,13,0,0,1,1.0
off,362,13,1,1,1,1.0
off,4987,13,0,0,1,1.0
off,3547,13,0,0,1,1.0
off,4985,13,0,0,1,1.0
off,860,13,0,1,0,1.0
off,4702,13,0,0,1,1.0
off,3591,13,0,0,1,1.0
off,3634,13,0,0,1,1.0
off,943,13,0,1,0,1.0
off,4739,13,0,0,1,1.0
off,3433,13,0,0,1,1.0
off,1832,13,0,1,0,1.0
off,1911,13,0,1,0,1.0
off,912,13,0,1,0,1.0
off,615,13,0,1,0,1.0
off,3234,13,0,0,1,1.0
off,4465,13,0,0,1,1.0
off,3620,13,0,0,1,1.0
off,1014,13,0,1,0,1.0
off,2797,13,0,0,1,1.0
off,4986,13,0,0,1,1.0
off,4374,13,0,0,1,1.0
off,4305,13,0,0,1,1.0
off,3748,13,0,0,1,1.0
off,3777,13,0,0,1,1.0
off,927,13,1,1,1,1.0
off,369,14,0,1,0,1.0
off,59,14,0,1,0,1.0
off,422,14,0,1,0,1.0
off,755,14,0,1,0,1.0
off,760,14,0,1,0,1.0
off,481,14,1,1,1,1.0
off,524,14,0,1,0,1.0
off,370,14,0,1,0,1.0
off,584,14,1,1,1,1.0
off,4121,14,0,0,1,1.0
off,826,14,0,1,0,1.0
off,183,14,0,1,0,1.0
off,745,14,0,1,0,1.0
off,518,14,0,1,0,1.0
off,156,14,0,1,0,1.0
off,66,14,1,1,1,1.0
off,86,14,0,1,0,1.0
off,2187,14,0,1,0,1.0
off,284,14,0,1,0,1.0
off,754,14,0,1,0,1.0
off,750,14,0,1,0,1.0
off,190,14,1,1,1,1.0
off,4127,14,0,0,1,1.0
off,4632,14,0,0,1,1.0
off,448,14,0,1,0,1.0
off,4010,14,0,0,1,1.0
off,4005,14,0,0,1,1.0
off,4248,14,0,0,1,1.0
off,763,14,0,1,0,1.0
off,916,14,0,1,0,1.0
off,4284,14,0,0,1,1.0
off,4078,14,0,0,1,1.0
off,305,14,1,1,1,1.0
off,816,14,0,1,0,1.0
off,4926,14,0,0,1,1.0
off,10,14,0,1,0,1.0
off,4680,14,0,0,1,1.0
off,118,14,0,1,0,1.0
off,3739,14,0,0,1,1.0
off,1446,14,0,1,0,1.0
off,2636,14,0,0,1,1.0
off,3058,14,0,0,1,1.0
off,3737,14,0,0,1,1.0
off,3685,14,0,0,1,1.0
off,4369,14,0,0,1,1.0
off,4186,14,0,0,1,1.0
off,3061,14,0,0,1,1.0
off,85,14,1,1,1,1.0
off,2690,14,0,0,1,1.0
off,2967,14,0,0,1,1.0
off,1093,15,1,1,1,1.0
off,1058,15,1,1,1,1.0
off,1266,15,1,1,1,1.0
off,1253,15,1,1,1,1.0
off,2025,15,0,1,0,1.0
off,1559,15,0,1,0,1.0
off,2334,15,1,1,1,1.0
off,1409,15,0,1,0,1.0
off,1153,15,0,1,0,1.0
off,612,15,1,1,1,1.0
off,1854,15,0,1,0,1.0
off,995,15,0,1,0,1.0
off,1523,15,0,1,0,1.0
off,1864,15,1,1,1,1.0
off,2661,15,0,0,1,1.0
off,2272,15,0,1,0,1.0
off,4941,15,0,0,1,1.0
off,2004,15,0,1,0,1.0
off,3048,15,0,0,1,1.0
off,2917,15,0,0,1,1.0
off,2938,15,0,0,1,1.0
off,2841,15,0,0,1,1.0
off,4007,15,0,0,1,1.0
off,1112,15,0,1,0,1.0
off,327,15,1,1,1,1.0
off,4052,15,0,0,1,1.0
off,4719,15,0,0,1,1.0
off,4413,15,0,0,1,1.0
off,2757,15,0,0,1,1.0
off,2864,15,0,0,1,1.0
off,4738,15,0,0,1,1.0
off,2583,15,0,0,1,1.0
off,4287,15,0,0,1,1.0
off,3937,15,0,0,1,1.0
off,3203,15,0,0,1,1.0
off,2986,15,0,0,1,1.0
off,4794,15,0,0,1,1.0
off,1770,15,1,1,1,1.0
off,3051,15,0,0,1,1.0
off,3883,15,0,0,1,1.0
off,3731,15,0,0,1,1.0
off,2995,15,0,0,1,1.0
off,2637,15,0,0,1,1.0
off,2703,15,0,0,1,1.0
off,4996,15,0,0,1,1.0
off,3343,15,0,0,1,1.0
off,3177,15,0,0,1,1.0
off,4298,15,0,0,1,1.0
off,4543,15,0,0,1,1.0
off,3333,16,0,0,1,1.0
off,1820,16,0,1,0,1.0
off,3913,16,0,0,1,1.0
off,2422,16,1,1,1,1.0
off,732,16,1,1,1,1.0
off,1699,16,0,1,0,1.0
off,1682,16,0,1,0,1.0
off,1781,16,0,1,0,1.0
off,703,16,1,1,1,1.0
off,1416,16,0,1,0,1.0
off,2594,16,0,0,1,1.0
off,2964,16,0,0,1,1.0
off,2878,16,0,0,1,1.0
off,408,16,0,1,0,1.0
off,3451,16,0,0,1,1.0
off,2842,16,0,0,1,1.0
off,2632,16,0,0,1,1.0
off,3111,16,0,0,1,1.0
off,2838,16,0,0,1,1.0
off,4776,16,0,0,1,1.0
off,3305,16,0,0,1,1.0
off,2823,16,0,0,1,1.0
off,4475,16,0,0,1,1.0
off,1971,16,1,1,1,1.0
off,3855,16,0,0,1,1.0
off,3839,16,0,0,1,1.0
off,2890,16,0,0,1,1.0
off,4818,16,0,0,1,1.0
off,3171,16,0,0,1,1.0
off,3881,16,0,0,1,1.0
off,3046,16,0,0,1,1.0
off,2829,16,0,0,1,1.0
off,2098,16,1,1,1,1.0
off,3081,16,0,0,1,1.0
off,4346,16,0,0,1,1.0
off,160,16,1,1,1,1.0
off,2979,16,0,0,1,1.0
off,3359,16,0,0,1,1.0
off,2854,16,0,0,1,1.0
off,4736,16,0,0,1,1.0
off,1140,16,1,1,1,1.0
off,3170,16,0,0,1,1.0
off,2868,16,0,0,1,1.0
off,4560,16,0,0,1,1.0
off,3897,16,0,0,1,1.0
off,12,16,0,1,0,1.0
off,3073,16,0,0,1,1.0
off,2910,16,0,0,1,1.0
off,621,16,1,1,1,1.0
off,573,16,0,1,0,1.0
off,68,17,0,1,0,1.0
off,3756,17,0,0,1,1.0
off,1461,17,1,1,1,1.0
off,2325,17,1,1,1,1.0
off,3416,17,0,0,1,1.0
off,550,17,1,1,1,1.0
off,795,17,1,1,1,1.0
off,220,17,0,1,0,1.0
off,1790,17,0,1,0,1.0
off,356,17,1,1,1,1.0
off,315,17,1,1,1,1.0
off,603,17,0,1,0,1.0
off,3458,17,0,0,1,1.0
off,333,17,1,1,1,1.0
off,4128,17,0,0,1,1.0
off,2070,17,1,1,1,1.0
off,4244,17,0,0,1,1.0
off,400,17,0,1,0,1.0
off,4617,17,0,0,1,1.0
off,4057,17,0,0,1,1.0
off,4051,17,0,0,1,1.0
off,4578,17,0,0,1,1.0
off,1392,17,1,1,1,1.0
off,2908,17,0,0,1,1.0
off,128,17,0,1,0,1.0
off,1940,17,1,1,1,1.0
off,4445,17,0,0,1,1.0
